FACILITY_NME,ORGNZTN_NME,SCOPE3_CAT5_IDN,BU_UNIT_IDN,FACILITY_IDN.1,PRDCT_CATGRY_CDE,PRDCT_CATGRY,PRDCT_INGREDIENT,INDUSTRL_PRCSS_TYP,PRCSS_DESC_TEXT,INDUSTRY_TYP_CDE,ORDER_IDN,QNTY_RECVD_NUM,QNTY_RECVD_NUM_UNIT,ALLWD_FOOD_WASTGE_LVL_PRCNT_NUM,ALLWD_FOOD_WASTGE_LVL_QTY_NUM,ALLWD_FOOD_WASTGE_LVL_QTY_NUM_UNIT,IDEAL_RETL_OUTPUT_NUM,IDEAL_RETL_OUTPUT_NUM_UNIT,FOOD_EXPRD_PRCNT_NUM,QNTY_OF_FOOD_EXPRD_NUM,QNTY_OF_FOOD_EXPRD_NUM_UNIT,OTHER_FOOD_WASTE_PRCNT_NUM,QNTY_OTHER_FOOD_WASTE_NUM,QNTY_OTHER_FOOD_WASTE_NUM_UNIT,TOTL_FOOD_WASTE_NUM,TOTL_FOOD_WASTE_NUM_UNIT,FOOD_PRCSSNG_STGE_OUTPT_NUM,FOOD_PRCSSNG_STGE_OUTPT_NUM_UNIT,INGRDNT_COST_NUM,INGRDNT_COST_NUM_UNIT,CALCLTD_WASTGE_COST_NUM,CALCLTD_WASTGE_COST_NUM_UNIT,WASTE_COLLCTN_COST_NUM,WASTE_COLLCTN_COST_NUM_UNIT,WASTE_TRTMNT_COST_NUM,WASTE_TRTMNT_COST_NUM_UNIT,TOTL_COST_NUM,TOTL_COST_NUM_UNIT,CONSMPTN_STRT_DTE,CONSMPTN_END_DTE,PURCHSD_ORDR_DTE,WASTE_GENRTN_PRCSS_TYP,WASTE_GENRTN_PRCSS_CATGRY,WASTE_DIVRSN_METHD_CDE,WASTE_DIVRSN_METHD_SUB_TYP_CDE,WASTE_DIVRSN_SITE_TYP_CDE,HAZRD_TYP_CDE,WASTE_DISPSL_METHOD_CDE,SUPPLR_NME,SPND_TYP,DATA_QLTY_TYP,COMPONENT_ID,EVIDENCE_TXT_1,EVIDENCE_TXT_2,EVIDENCE_TXT_3,FRST_LOAD_TME.2,FRST_LOAD_UPTD_BY.2,LST_UPDT_TME.2,LST_UPDT_BY.2,SRC_INFO.2,INDUSTRY.2,Platform_Type
O&S USA,One Shop,bf50d109e00a8df4e3dabb8e458c7843,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Eggs,Food Retailing,Retail,Retail,R_22ORD_FORET_USA_Bak_Egg8270,1883.000000,tonnes,1.500000,28.200000,%,1854.000000,tonnes,1.400000,26.000000,tonnes,1.100000,20.400000,%,75.000000,tonnes,1808.000000,tonnes,4840.000000,USD per tonnes,361068.000000,USD,2686.000000,USD,8057.000000,USD,371811.000000,USD,2022-07-01,2022-07-31,2022-06-13,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,7678dbf10a65530753c5b1d1d87dfed8,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Eggs,Food Retailing,Retail,Retail,R_22ORD_FORET_USA_Bak_Egg6815,1883.000000,tonnes,1.500000,28.200000,%,1854.000000,tonnes,1.400000,26.000000,tonnes,1.100000,20.400000,%,75.000000,tonnes,1808.000000,tonnes,4840.000000,USD per tonnes,361068.000000,USD,2686.000000,USD,8057.000000,USD,371811.000000,USD,2022-09-01,2022-09-30,2022-08-16,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,782756161d227d489ed46ca1915a755d,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Eggs,Food Retailing,Retail,Retail,R_23ORD_FORET_USA_Bak_Egg7649,18855.000000,tonnes,1.500000,282.800000,%,18572.000000,tonnes,1.400000,260.000000,tonnes,1.100000,204.290000,%,747.000000,tonnes,18108.000000,tonnes,4840.000000,USD per tonnes,3616100.000000,USD,26897.000000,USD,80690.000000,USD,3723690.000000,USD,2023-08-01,2023-08-30,2023-07-17,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,73e4841b5a1c4d996e83acc9e0b58cd2,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Apple,Food Retailing,Retail,Retail,R_22ORD_FORET_USA_Bak_App8374,1911.000000,tonnes,1.500000,28.700000,%,1882.000000,tonnes,1.500000,28.200000,tonnes,1.100000,20.700000,%,78.000000,tonnes,1833.000000,tonnes,4470.000000,USD per tonnes,346818.000000,USD,2793.000000,USD,8379.000000,USD,357991.000000,USD,2022-07-01,2022-07-31,2022-06-14,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,8aaefb67f13a0c76c73b1e66c30cb03d,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Apple,Food Retailing,Retail,Retail,R_22ORD_FORET_USA_Bak_App9851,1963.000000,tonnes,1.500000,29.400000,%,1933.000000,tonnes,1.200000,23.200000,tonnes,1.100000,21.270000,%,74.000000,tonnes,1889.000000,tonnes,4470.000000,USD per tonnes,330393.000000,USD,2661.000000,USD,7983.000000,USD,341036.000000,USD,2022-12-01,2022-12-31,2022-11-16,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,6cce7b7d088214e7bf9bddd363aec5ae,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Apple,Food Retailing,Retail,Retail,R_23ORD_FORET_USA_Bak_App6598,2072.000000,tonnes,1.500000,31.100000,%,2041.000000,tonnes,1.200000,24.500000,tonnes,1.100000,22.450000,%,78.000000,tonnes,1994.000000,tonnes,4470.000000,USD per tonnes,348748.000000,USD,2809.000000,USD,8426.000000,USD,359983.000000,USD,2023-10-01,2023-10-31,2023-09-15,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,00f966f5cf73b7cdf1f896bc6a61f665,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Apple,Food Retailing,Retail,Retail,R_23ORD_FORET_USA_Bak_App8096,2433.000000,tonnes,1.500000,36.500000,%,2397.000000,tonnes,1.500000,36.000000,tonnes,1.100000,26.360000,%,99.000000,tonnes,2334.000000,tonnes,4470.000000,USD per tonnes,441702.000000,USD,3557.000000,USD,10672.000000,USD,455931.000000,USD,2023-09-01,2023-09-30,2023-08-16,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,0bddbf4b506e62c572e0cca230200aed,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Apple,Food Retailing,Retail,Retail,R_22ORD_FORET_USA_Bak_App7785,1911.000000,tonnes,1.500000,28.700000,%,1882.000000,tonnes,1.500000,28.200000,tonnes,1.100000,20.700000,%,78.000000,tonnes,1833.000000,tonnes,4470.000000,USD per tonnes,346818.000000,USD,2793.000000,USD,8379.000000,USD,357991.000000,USD,2022-09-01,2022-09-30,2022-08-17,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,aeb60f040278e5c38c8da33c4a90b8ef,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Apple,Food Retailing,Retail,Retail,R_22ORD_FORET_USA_Bak_App1957,1963.000000,tonnes,1.500000,29.400000,%,1933.000000,tonnes,1.200000,23.200000,tonnes,1.100000,21.270000,%,74.000000,tonnes,1889.000000,tonnes,4470.000000,USD per tonnes,330393.000000,USD,2661.000000,USD,7983.000000,USD,341036.000000,USD,2022-11-01,2022-11-30,2022-10-13,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,48e0e154df57a2227d3c68685457e9ac,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Apple,Food Retailing,Retail,Retail,R_23ORD_FORET_USA_Bak_App1728,2433.000000,tonnes,1.500000,36.500000,%,2397.000000,tonnes,1.500000,36.000000,tonnes,1.100000,26.360000,%,99.000000,tonnes,2334.000000,tonnes,4470.000000,USD per tonnes,441702.000000,USD,3557.000000,USD,10672.000000,USD,455931.000000,USD,2023-08-01,2023-08-30,2023-07-14,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,d90c15340fd74e177f6454a4501eb3f3,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Apple,Food Retailing,Retail,Retail,R_23ORD_FORET_USA_Bak_App4612,2433.000000,tonnes,1.500000,36.500000,%,2397.000000,tonnes,1.500000,36.000000,tonnes,1.100000,26.360000,%,99.000000,tonnes,2334.000000,tonnes,4470.000000,USD per tonnes,441702.000000,USD,3557.000000,USD,10672.000000,USD,455931.000000,USD,2023-07-01,2023-07-30,2023-06-11,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,e8f5d04b73eed2bd8ce5ec1a378c305c,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Apple,Food Retailing,Retail,Retail,R_22ORD_FORET_USA_Bak_App4716,1911.000000,tonnes,1.500000,28.700000,%,1882.000000,tonnes,1.500000,28.200000,tonnes,1.100000,20.700000,%,78.000000,tonnes,1833.000000,tonnes,4470.000000,USD per tonnes,346818.000000,USD,2793.000000,USD,8379.000000,USD,357991.000000,USD,2022-08-01,2022-08-31,2022-07-12,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,db3fa9afd632e71837130376bd8b027a,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Apple,Food Retailing,Retail,Retail,R_23ORD_FORET_USA_Bak_App9867,2072.000000,tonnes,1.500000,31.100000,%,2041.000000,tonnes,1.200000,24.500000,tonnes,1.100000,22.450000,%,78.000000,tonnes,1994.000000,tonnes,4470.000000,USD per tonnes,348748.000000,USD,2809.000000,USD,8426.000000,USD,359983.000000,USD,2023-12-01,2023-12-31,2023-11-11,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,746f299d3a9ea2d045d89d62b07967fc,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Apple,Food Retailing,Retail,Retail,R_23ORD_FORET_USA_Bak_App5056,2072.000000,tonnes,1.500000,31.100000,%,2041.000000,tonnes,1.200000,24.500000,tonnes,1.100000,22.450000,%,78.000000,tonnes,1994.000000,tonnes,4470.000000,USD per tonnes,348748.000000,USD,2809.000000,USD,8426.000000,USD,359983.000000,USD,2023-11-01,2023-11-30,2023-10-16,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,927d8afb1782d01686e7000f9bcb9469,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Apple,Food Retailing,Retail,Retail,R_22ORD_FORET_USA_Bak_App1871,10.000000,tonnes,1.500000,0.100000,%,10.000000,tonnes,1.200000,0.100000,tonnes,1.100000,0.110000,%,0.000000,tonnes,9.000000,tonnes,4470.000000,USD per tonnes,1636.000000,USD,13.000000,USD,40.000000,USD,1689.000000,USD,2022-06-01,2022-06-30,2022-05-13,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,d5a9a90887ee60bd2e8c10ff51f7f2d0,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Butter,Food Retailing,Retail,Retail,R_22ORD_FORET_USA_Bak_But4410,833.000000,tonnes,1.500000,12.500000,%,821.000000,tonnes,1.200000,9.900000,tonnes,1.100000,9.030000,%,31.000000,tonnes,802.000000,tonnes,6130.000000,USD per tonnes,192392.000000,USD,1130.000000,USD,3390.000000,USD,196912.000000,USD,2022-06-01,2022-06-30,2022-05-14,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,7867c4582287077592286fd871fffee9,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Butter,Food Retailing,Retail,Retail,R_22ORD_FORET_USA_Bak_But2745,849.000000,tonnes,1.500000,12.700000,%,836.000000,tonnes,1.600000,13.400000,tonnes,1.100000,9.200000,%,35.000000,tonnes,814.000000,tonnes,6130.000000,USD per tonnes,216456.000000,USD,1271.000000,USD,3814.000000,USD,221541.000000,USD,2022-04-01,2022-04-30,2022-03-14,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,7bcbc8d6db5636f4e01ccfc92c60ee76,OSG_FORET001,OS_USA0001,O&S_Snac001,Snack,Milk Solids,Food Retailing,Retail,Retail,R_22ORD_FORET_USA_Sna_Mil7801,567.000000,tonnes,1.500000,8.500000,%,558.000000,tonnes,1.300000,7.300000,tonnes,1.100000,6.140000,%,22.000000,tonnes,545.000000,tonnes,6640.000000,USD per tonnes,145353.000000,USD,788.000000,USD,2364.000000,USD,148505.000000,USD,2022-08-01,2022-08-31,2022-07-17,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,62ae9576a16b59d146cca87470e27e48,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Eggs,Food Retailing,Retail,Retail,R_22ORD_FORET_USA_Bak_Egg6408,1852.000000,tonnes,1.500000,27.800000,%,1824.000000,tonnes,1.200000,21.900000,tonnes,1.100000,20.070000,%,70.000000,tonnes,1782.000000,tonnes,4840.000000,USD per tonnes,337567.000000,USD,2511.000000,USD,7532.000000,USD,347610.000000,USD,2022-05-01,2022-05-31,2022-04-14,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,2854445c38d4a1899ec8091eac02e497,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Apple,Food Retailing,Retail,Retail,R_22ORD_FORET_USA_Bak_App9411,10.000000,tonnes,1.500000,0.100000,%,10.000000,tonnes,1.200000,0.100000,tonnes,1.100000,0.110000,%,0.000000,tonnes,9.000000,tonnes,4470.000000,USD per tonnes,1636.000000,USD,13.000000,USD,40.000000,USD,1689.000000,USD,2022-05-01,2022-05-31,2022-04-11,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,7ee66e7667f7c0a85f83c0b3635173c5,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Butter,Food Retailing,Retail,Retail,R_22ORD_FORET_USA_Bak_But7648,833.000000,tonnes,1.500000,12.500000,%,821.000000,tonnes,1.200000,9.900000,tonnes,1.100000,9.030000,%,31.000000,tonnes,802.000000,tonnes,6130.000000,USD per tonnes,192392.000000,USD,1130.000000,USD,3390.000000,USD,196912.000000,USD,2022-05-01,2022-05-31,2022-04-14,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,add47af6f9d07caf947b2359694ab7e0,OSG_FORET001,OS_USA0001,O&S_Snac001,Snack,Coffee Powder,Food Retailing,Retail,Retail,R_22ORD_FORET_USA_Sna_Cof8393,540.000000,tonnes,1.500000,8.100000,%,532.000000,tonnes,1.200000,6.400000,tonnes,1.100000,5.850000,%,20.000000,tonnes,520.000000,tonnes,4230.000000,USD per tonnes,86026.000000,USD,732.000000,USD,2196.000000,USD,88954.000000,USD,2022-05-01,2022-05-31,2022-04-11,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,c84191239aff8d198f936e5a2e5fda3f,OSG_FORET001,OS_USA0001,O&S_Snac001,Snack,Millets,Food Retailing,Retail,Retail,R_22ORD_FORET_USA_Sna_Mil6464,90.000000,tonnes,1.500000,1.400000,%,89.000000,tonnes,1.200000,1.100000,tonnes,1.100000,0.980000,%,3.000000,tonnes,87.000000,tonnes,270.000000,USD per tonnes,915.000000,USD,122.000000,USD,366.000000,USD,1403.000000,USD,2022-05-01,2022-05-31,2022-04-13,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,d5ea193f05168564a18334b3c2090daf,OSG_FORET001,OS_USA0001,O&S_Meat001,Meat,Lamb meat,Food Retailing,Retail,Retail,R_22ORD_FORET_USA_Mea_Lam2453,1431.000000,tonnes,1.500000,21.500000,%,1409.000000,tonnes,1.200000,16.900000,tonnes,1.100000,15.500000,%,54.000000,tonnes,1377.000000,tonnes,6020.000000,USD per tonnes,324346.000000,USD,1940.000000,USD,5819.000000,USD,332105.000000,USD,2022-05-01,2022-05-31,2022-04-14,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,6d7185db9ebe846cb058d3440fbbebde,OSG_FORET001,OS_USA0001,O&S_Snac001,Snack,Corns,Food Retailing,Retail,Retail,R_22ORD_FORET_USA_Sna_Cor5677,9.000000,tonnes,1.500000,0.100000,%,9.000000,tonnes,1.200000,0.100000,tonnes,1.100000,0.100000,%,0.000000,tonnes,9.000000,tonnes,2170.000000,USD per tonnes,736.000000,USD,12.000000,USD,37.000000,USD,784.000000,USD,2022-05-01,2022-05-31,2022-04-11,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,113fc0a6d5de7ea0f99b63d54a52867f,OSG_FORET001,OS_USA0001,O&S_Meat001,Meat,Pork meat,Food Retailing,Retail,Retail,R_22ORD_FORET_USA_Mea_Por7129,1228.000000,tonnes,1.500000,18.400000,%,1210.000000,tonnes,1.200000,14.500000,tonnes,1.100000,13.310000,%,46.000000,tonnes,1182.000000,tonnes,2040.000000,USD per tonnes,94332.000000,USD,1665.000000,USD,4994.000000,USD,100990.000000,USD,2022-05-01,2022-05-31,2022-04-16,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,9f8640ee62c82b04fdf3ddb3f5ec0704,OSG_FORET001,OS_USA0001,O&S_Meat001,Meat,Chicken,Food Retailing,Retail,Retail,R_22ORD_FORET_USA_Mea_Chi7764,2003.000000,tonnes,1.500000,30.000000,%,1973.000000,tonnes,1.200000,23.700000,tonnes,1.100000,21.700000,%,75.000000,tonnes,1928.000000,tonnes,6270.000000,USD per tonnes,472942.000000,USD,2715.000000,USD,8146.000000,USD,483804.000000,USD,2022-05-01,2022-05-31,2022-04-15,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,5f389bc7af4c238027c4cd329fde8bbb,OSG_FORET001,OS_USA0001,O&S_Snac001,Snack,Cashew Nuts,Food Retailing,Retail,Retail,R_22ORD_FORET_USA_Sna_Cas4039,459.000000,tonnes,1.500000,6.900000,%,452.000000,tonnes,1.200000,5.400000,tonnes,1.100000,4.970000,%,17.000000,tonnes,442.000000,tonnes,10620.000000,USD per tonnes,183547.000000,USD,622.000000,USD,1867.000000,USD,186036.000000,USD,2022-05-01,2022-05-31,2022-04-11,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,16e895192f980cdc1cc7f290c7d1844d,OSG_FORET001,OS_USA0001,O&S_Snac001,Snack,Milk Solids,Food Retailing,Retail,Retail,R_22ORD_FORET_USA_Sna_Mil9820,556.000000,tonnes,1.500000,8.300000,%,547.000000,tonnes,1.200000,6.600000,tonnes,1.100000,6.020000,%,21.000000,tonnes,535.000000,tonnes,6640.000000,USD per tonnes,138932.000000,USD,753.000000,USD,2260.000000,USD,141945.000000,USD,2022-05-01,2022-05-31,2022-04-13,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,e41cb1a3d5b90147e4fe1253ddf522e5,OSG_FORET001,OS_USA0001,O&S_Snac001,Snack,Milk Solids,Food Retailing,Retail,Retail,R_22ORD_FORET_USA_Sna_Mil5943,549.000000,tonnes,1.500000,8.200000,%,541.000000,tonnes,1.600000,8.700000,tonnes,1.300000,7.030000,%,24.000000,tonnes,525.000000,tonnes,6640.000000,USD per tonnes,158770.000000,USD,861.000000,USD,2582.000000,USD,162213.000000,USD,2022-02-01,2022-02-28,2022-01-15,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
