D_N_M_Emission,D_N_M_Row_Checksum,Do_N_M_Modifiedon,Name,Scope,Emissions_Source,Activity_type,Calculation_date,Transaction_date,Consumption_start_date,Consumption_end_date,Country_Region,Organizational_unit,Facility,Source,Latitude,Longitude,CH4,CH4_unit,CO2,CO2_unit,N2O,N2O_unit,CO2E,CO2E_unit,Ismarketbased,Isbiogenic,Emission_factor,Factor_mapping,Adjusted_activity_quantity,Adjusted_activity_quantity_unit,Origin_correlation_ID,Industry
fc4a6f73-e117-ef11-840a-002248d4f085,Q7qfp68lICuZJSrOEdXiJuliMFUkSlvh3FoIG2N2Q/DhfHHA0734qwZ70PlSOUYrO4FlQJ6qgcGSKNyTlTiqVA==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,14-06-2023,01-07-2023,30-07-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,1375,kg,55,kg,3366,g,35433.068,kg,No,No,Landfilled,Landfilled,22,tonnes,9147a9b08cacdb61d9fa8779e3e45ac2,Retail
49dc8879-e117-ef11-840a-6045bdcf29a6,Fiuse0uFzIEBXsd7alzE6EKFACcLAvUn9YvBOfSmaW5/7v/oVJCsP2856Uny7zD6tHTTAUVkZTce74G3SuwW+A==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,12-07-2022,01-08-2022,31-08-2022,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,2562.5,kg,102.5,kg,6273,g,66034.354,kg,No,No,Landfilled,Landfilled,41,tonnes,f7fb169bbc4231c4acbd74d950438229,Retail
76dc8879-e117-ef11-840a-6045bdcf29a6,xw1OKjRPcu+CAyHrrjKs6tTEhny5K0KYqeU9GJ1z8VtD+TadkiMIy1/2B1/ZXLjiuHuIxVpU1XCloRoq0fTArA==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Composted,22-05-2024,16-06-2022,01-07-2022,31-07-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,3.9,kg,32.5,kg,2.6,kg,904.8,kg,No,No,Composted,Composted,13,tonnes,cecb804bbd51e732c722a6c0bc357b9a,Retail
ab872874-e117-ef11-840a-7c1e520f31c6,Us5rxi2G+Q/HFQTvNmTxbUT0GEMe+5qOekxPAjcpwChzbYPA3kTLmu44PI5gulQM+Yc6rfsP04MRxlPMNAVC6A==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,16-09-2023,01-10-2023,31-10-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,9875,kg,395,kg,24174,g,254473.852,kg,No,No,Landfilled,Landfilled,158,tonnes,5b024ee7175f45dbf0f6659c0df4f5ff,Retail
9f5c2874-e117-ef11-840a-6045bdaf1fd6,jfO7Ulyq12YXosQnrrT324kC2m8P3uBol+BSoUo6B3e0tBB++HvY8VQFCBz1sRVXnvVfZIt2zmhvstkHD/lZIw==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,11-02-2024,01-03-2024,31-03-2024,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,2.7,kg,22.5,kg,1.8,kg,626.4,kg,No,No,Composted,Composted,9,tonnes,06ae353ef58829c99a2d9b8c5be5cbb6,Retail
73e2bd6f-e117-ef11-840a-002248d4d4f0,PpMNsGOoeT1GBRlm09p1iH/z2EZdrL/0MAGBl7BXzR9K9relYa5kVWemgGPTQpMsjcVjvoXw2CS/uiWPHudOtg==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,12-07-2023,01-08-2023,30-08-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,37.8,kg,315,kg,25.2,kg,8769.6,kg,No,No,Composted,Composted,126,tonnes,6292765c632ad26209ae117bf92d7ab6,Retail
41eadf74-e117-ef11-840a-6045bdaef7dd,Rnn2+DMZalGzAHlQIaMcnO9EFkF/sPu+bIF9Mq0inxkhZwKeViU2sMn4dUd8dT6nW+vHKeSadx/RTVObCHGmvQ==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,14-01-2023,01-02-2023,28-02-2023,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,8500,kg,340,kg,20808,g,219040.784,kg,No,No,Landfilled,Landfilled,136,tonnes,f208c303600d256e7b5634c10cd86747,Retail
44eadf74-e117-ef11-840a-6045bdaef7dd,wdbduuhPw7HDCAYKxzqW31Pse2ZDta8tgXi6C/4IZMv9nslUtx4PjACedz67vjf+F7CveMAfHFszuwlV1dRI3g==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Composted,22-05-2024,12-06-2022,01-07-2022,31-07-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,12,kg,100,kg,8,kg,2784,kg,No,No,Composted,Composted,40,tonnes,47cac19475a10b5a1aa5c054d0b08d32,Retail
3c1b2977-e117-ef11-840a-7c1e5205d72d,A1IEMr0R3toKIZs7niJvkz0RqStduDpOhHh8nxN40/CToLXuCTVYVdKJOdleoacZfGsI6KUyZz6GosnkudwZfQ==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,15-07-2023,01-08-2023,30-08-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,9562.5,kg,382.5,kg,23409,g,246420.882,kg,No,No,Landfilled,Landfilled,153,tonnes,ee14b62cdc7cb60327bd3eb279e1bcd0,Retail
d2020277-e117-ef11-840a-6045bde848a8,c5zfAeASu+EeJ72jwW9zEypp+7zyNhSTZ6zqF6+GKhFyWkMSRCK4JgQq6uU4p3cpQ+lBFODTBKLoBpPIJX/uuQ==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,14-04-2023,01-05-2023,30-05-2023,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,625,kg,25,kg,1530,g,16105.94,kg,No,No,Landfilled,Landfilled,10,tonnes,08227ec0654aa063ea71c550a70c2796,Retail
d9020277-e117-ef11-840a-6045bde848a8,JtCKBQJD1qy3R8gsb09lq4X/lR4HHNceF2MG+dULZ/LZxqQUmfiHvbsmKjj1t+2/rWlMTxBwh8/8g5aTNBZBMw==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,16-11-2023,01-12-2023,31-12-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,20500,kg,820,kg,50184,g,528274.832,kg,No,No,Landfilled,Landfilled,328,tonnes,dd312405c43e5fc91ec0da9b57b62ba4,Retail
67404278-e117-ef11-840a-6045bde823ec,juK/09sJHZPYbW+HS94DlX1RZZT9hxzTZm95tlpTd4pWlJ5KhiOWka7iTKm9Q+XDAHux732AIPTgKmM5clucyg==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,10-02-2024,01-03-2024,31-03-2024,USA,One Shop,O&S USA,Waste Management Inc,0,0,22437.5,kg,897.5,kg,54927,g,578203.246,kg,No,No,Landfilled,Landfilled,359,tonnes,1050230d5748e1dc4a9bfc5c39a5199d,Retail
96e2bd6f-e117-ef11-840a-002248d4d4f0,09s7V0PDgff2MjELWdp60YXQEA2OjsXAfjEqcnZfwuXTNTHuuQS399q4rjjyRbhseAPS1QNvmw61jS2TkHzxmg==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,16-03-2023,01-04-2023,30-04-2023,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,2187.5,kg,87.5,kg,5355,g,56370.79,kg,No,No,Landfilled,Landfilled,35,tonnes,e750efc5f7fed7282153a931317f22bf,Retail
e1c42671-e117-ef11-840a-7c1e5205d72d,9s8ZYwKE3TGOObP5HHWfGAN1n+jkVkR4+ecLttfLgR/i3uA3obom6+nBT0uwECZ+Ru36AH/YG+GeEXRS3gzARQ==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,13-04-2022,01-05-2022,31-05-2022,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,2250,kg,90,kg,5508,g,57981.384,kg,No,No,Landfilled,Landfilled,36,tonnes,483edb5942d4dd90b372276bbe337609,Retail
4b080c76-e117-ef11-840a-002248d4d4f0,kpsART0E1d/PVi0UA9WHZEWzQPNPg+hv8HciECgUmsqhdoQ74ZQKdeTS4QyxnyXSBmIY7xaeueaRHmqYFoizwQ==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,16-12-2023,01-01-2024,31-01-2024,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,2875,kg,115,kg,7038,g,74087.324,kg,No,No,Landfilled,Landfilled,46,tonnes,5d82825f7ab38e15bd079419e82e7627,Retail
e64a6f73-e117-ef11-840a-002248d4f085,H5LpDCipUNX2zBN5k9dSrotYiHOwSSyCO6G2BwLD2hTM9DKcD9nRi9/5PZnN7CqGIok6BTu/QepJWIIbChNDtA==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,17-08-2022,01-09-2022,30-09-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,20500,kg,820,kg,50184,g,528274.832,kg,No,No,Landfilled,Landfilled,328,tonnes,83035bf715c945fba5a4cd735ea30303,Retail
751b2977-e117-ef11-840a-7c1e5205d72d,o3Qv5sqBeYEqGilsCPDA6qZPSnHRr8umJmfw0Jk8l49Sl3IRBRCEK7NCdGqJArk1Z0onnT/p6Rgp/EOZTtNKiQ==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,14-09-2023,01-10-2023,31-10-2023,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,2937.5,kg,117.5,kg,7191,g,75697.918,kg,No,No,Landfilled,Landfilled,47,tonnes,805268d214a73fc852144c1782116deb,Retail
4a10c278-e117-ef11-840a-6045bdad28d3,jbM7pcQ9EGUlQ/V9mitEEMYLggCvwFPckICta2ONtq70vBecNm2jUU+g3HBuMt8nLNt5rNcoSHSeTkVs2JO1PQ==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,11-06-2023,01-07-2023,30-07-2023,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,10375,kg,415,kg,25398,g,267358.604,kg,No,No,Landfilled,Landfilled,166,tonnes,1acf86ff1a1d66270344cd91aa3efc3d,Retail
e6d6277a-e117-ef11-840a-6045bdaf1fd6,SKCQUMBQyquBZ8Ko6xuEa6/SdL9dZM3cep6ZrD2wvnDRgLKMyI51ptEN0LxojJHEI6zLl69zbwVCSyclXyYUiw==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,12-02-2022,01-03-2022,31-03-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,11.4,kg,95,kg,7.6,kg,2644.8,kg,No,No,Composted,Composted,38,tonnes,9cc6800f4377577b08039f38344fa6b5,Retail
8558047c-e117-ef11-840a-002248d4d4f0,wa0PHR2KdhUa2Vw+SRFda6vr/3g7xZtZzH26qDz8nD2aEre9kI0vbdzvXROubayvYoSp5zYMptrQDDrradU+5g==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,14-03-2023,01-04-2023,30-04-2023,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,4937.5,kg,197.5,kg,12087,g,127236.926,kg,No,No,Landfilled,Landfilled,79,tonnes,85b9ade49d03f8f46f8f65e6a6bbfbeb,Retail
8de2bd6f-e117-ef11-840a-002248d4d4f0,+6pBKmU/QYcJZRXykh3zBm4qKbrVxlAo4bgw1xImTv+qGPQyBC1yL+cKldJlZsEPRmXTH6mEvLBuI9A52iqusQ==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,16-10-2022,01-11-2022,30-11-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,30625,kg,1225,kg,74970,g,789191.06,kg,No,No,Landfilled,Landfilled,490,tonnes,c7b4da7b9fd9b4f9f2b48295e7c1926e,Retail
c4c42671-e117-ef11-840a-7c1e5205d72d,AbT4mQDMHwrtXexBhYQQpw32hI1Z20m8oow7BSbHkCyKR3N52cJYQV4ldu3TVA8oZ7+KFWysdtJhAEemzEyZHA==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,13-04-2022,01-05-2022,31-05-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,0.3,kg,2.5,kg,0.2,kg,69.6,kg,No,No,Composted,Composted,1,tonnes,175ad4d849bd0a5a4bd97ca222c2c829,Retail
dbc42671-e117-ef11-840a-7c1e5205d72d,+CSJNtMpcs3Ylx82p56s9zZfguK7OYcXeSJ2HOUTdNGWfBp+HhpN4gFH2DcR+vTgVKwD9LAzb5DKiLYvOeyzSw==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,17-12-2021,01-01-2022,31-01-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,1062.5,kg,42.5,kg,2601,g,27380.098,kg,No,No,Landfilled,Landfilled,17,tonnes,88de923e0bb42635f456498f2abe5f42,Retail
35080c76-e117-ef11-840a-002248d4d4f0,PYrGYRc29axoaj7fnptsUtdhARDWiphUhf4jhIDIgSbifkbjSJhuuWucSaPpP/G5+419yjG301S7Bxno0AobpQ==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Composted,22-05-2024,14-07-2023,01-08-2023,30-08-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,12.3,kg,102.5,kg,8.2,kg,2853.6,kg,No,No,Composted,Composted,41,tonnes,588408b089302e057653ef64a70575d1,Retail
281b2977-e117-ef11-840a-7c1e5205d72d,/O1R6yb+loztrk5zPlDd++/j0eKVqOn0siuhFhvNk4xObstgz0p16AIu0gBHkI9eB4KupG6kZozMsRPtv5JePA==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,11-11-2022,01-12-2022,31-12-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,5000,kg,200,kg,12240,g,128847.52,kg,No,No,Landfilled,Landfilled,80,tonnes,fa82dc82241cd8a5f8be9ab6025498ea,Retail
4ddc8879-e117-ef11-840a-6045bdcf29a6,eyhNv/W2DA0AoAtIvgrzu/KPvsKU8VqZN0XLqVAzVRuDOBiqqXkKr1MGyprBd4JHHYDsOnjfz3uHmY8HCql5wA==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,13-06-2022,01-07-2022,31-07-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,12250,kg,490,kg,29988,g,315676.424,kg,No,No,Landfilled,Landfilled,196,tonnes,717d121a9acb194b3abb4be976fb26b2,Retail
54dc8879-e117-ef11-840a-6045bdcf29a6,gNky4cl5qK9gT2EsbFzNCGvr809KCW6sSJ9onZZgy5Y7U9mOz1LNJQsbtveRKlCnPaIpQ1CFDEketet/M0LjbQ==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,13-06-2023,01-07-2023,30-07-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,43.5,kg,362.5,kg,29,kg,10092,kg,No,No,Composted,Composted,145,tonnes,9265dcf52980013b1eb2623d9945b3af,Retail
861b2977-e117-ef11-840a-7c1e5205d72d,VupSkFMt3L4d7W0LugNgE741BjlWWI7bEZaEp8BChC9HIoaGtAgEp1uUPxn7MJPzHMSFd9j47oZY60GQBGZlhQ==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,12-06-2023,01-07-2023,30-07-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,2500,kg,100,kg,6120,g,64423.76,kg,No,No,Landfilled,Landfilled,40,tonnes,06ed3ecc92c295f3a64c111a1b406167,Retail
d3020277-e117-ef11-840a-6045bde848a8,ESjcZklnq72PJ5G4SqUUXuioxH1MJKdSOf6m80abwbHWTqMDauzB5rtBUJDqPMl5a0udfsCP5Kr8S3ZtZ5Tl+w==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,11-09-2022,01-10-2022,31-10-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,5312.5,kg,212.5,kg,13005,g,136900.49,kg,No,No,Landfilled,Landfilled,85,tonnes,efd44d0daeb27e0f44759c8724fb3bae,Retail
d8c3db7a-e117-ef11-840a-6045bdaef7dd,9x9rKCCl3zS7aIAYj9nJm4z6ZqdjodFGbYffV1Omni4+IHvtAF2+797hdzIx7DblqdB7PrBgWRYy1nQBeBcJ8w==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,09-02-2022,01-03-2022,31-03-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,6.9,kg,57.5,kg,4.6,kg,1600.8,kg,No,No,Composted,Composted,23,tonnes,945f735c4ecdb91981e3c7924e9394a4,Retail
e6c3db7a-e117-ef11-840a-6045bdaef7dd,zyzYxd6myw2udfdQ34UCA51UjUScW1fMxwhyeKrSLYy6y9wUhOfJYTe5pF7Wu3kAZnFahO7Nm8/6mDOolJcyyA==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,17-10-2022,01-11-2022,30-11-2022,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,2875,kg,115,kg,7038,g,74087.324,kg,No,No,Landfilled,Landfilled,46,tonnes,02667fd55855848a980db36fdd7a1d7b,Retail
82eadf74-e117-ef11-840a-6045bdaef7dd,7QCyox8ThjsKHV7im3I6dhqux/g0uQZRv70gT3FAxzePMfwa9wZdb0KdkSHJzMW0uFcI5wnNEcO+zkwFEuTDlQ==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Landfilled,22-05-2024,13-08-2022,01-09-2022,30-09-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,24812.5,kg,992.5,kg,60741,g,639405.818,kg,No,No,Landfilled,Landfilled,397,tonnes,87f141b00843b77523fe5aaeec1034fd,Retail
821b2977-e117-ef11-840a-7c1e5205d72d,zXYIGC/OunRW/2OcWPp9H14zWAQqdLSX2hfV1q/oL470ud8zYxd8+h3iCV4AXnxN/QxdYZgJKGb4SNLRW15EQQ==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,12-06-2022,01-07-2022,31-07-2022,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,9562.5,kg,382.5,kg,23409,g,246420.882,kg,No,No,Landfilled,Landfilled,153,tonnes,02c888a3fb7f533af2c59c5b81681213,Retail
6310c278-e117-ef11-840a-6045bdad28d3,FAHhXJC+YH8Dw6cYCp7OUDKHBd2T5zwQPBOIsSdw009K2ftTp9syb2Qi/mr/yUFeLKsL4H7P8lGt3RuSoKAflA==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,16-06-2023,01-07-2023,30-07-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,17687.5,kg,707.5,kg,43299,g,455798.102,kg,No,No,Landfilled,Landfilled,283,tonnes,596613aa6d0c1cc667d47881fa3ba9e9,Retail
231b2977-e117-ef11-840a-7c1e5205d72d,F26pKvrr1HXSKj+bfwd3pr7wxSvlAw7DgaByWDGixQsvHsFGshRMgwFyH5q1PrVOSdQuBzrC1ry8WWzHW0p8Hw==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,16-05-2022,01-06-2022,30-06-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,0,kg,0,kg,0,kg,0,kg,No,No,Composted,Composted,0,tonnes,81c09359e95f57945615751cc296a1ba,Retail
881b2977-e117-ef11-840a-7c1e5205d72d,gArMVkluGeG2id9zhBLHendBoXxkcqZUbIL5oB6LegsEliGeCklXUv+k5cQSg55ZlfKHkcq5RGpUeRfTcnoqtQ==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,12-07-2023,01-08-2023,30-08-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,4.2,kg,35,kg,2.8,kg,974.4,kg,No,No,Composted,Composted,14,tonnes,24d6d1df1176d753a4578096675e83cd,Retail
9558047c-e117-ef11-840a-002248d4d4f0,oARIgFRd3jQaE2KKLBsK/DmMIzmcwcnjE0TXuFDCX8Ax8rqgWywVZ/uzAojkUZEXvhW8r346XcBnYaPS/7eMeA==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,14-06-2023,01-07-2023,30-07-2023,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,3000,kg,120,kg,7344,g,77308.512,kg,No,No,Landfilled,Landfilled,48,tonnes,03da8ce63fc234b8dfa0b75a85a3fd9a,Retail
88872874-e117-ef11-840a-7c1e520f31c6,34kI2mQe3JMMy3nHVdFEFyreSiFo6ClPjZ1jBOOPgSICWpQkofitc0/RRFBdi+hdRVg7vIZJyAtaSHtuGrCUrw==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,13-08-2022,01-09-2022,30-09-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,4312.5,kg,172.5,kg,10557,g,111130.986,kg,No,No,Landfilled,Landfilled,69,tonnes,f9320e74591794418c49d3fb33f47b80,Retail
9a872874-e117-ef11-840a-7c1e520f31c6,iWl/6/oOIK3Yv0yFJxBcfdM3Lg75slAs7nmrJGL8Pbd3wWPltkWVzzW9gb+joE0A4A1/+lu80K8nT/BounzfAg==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Composted,22-05-2024,13-03-2022,01-04-2022,30-04-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,6,kg,50,kg,4,kg,1392,kg,No,No,Composted,Composted,20,tonnes,a2c272b02b0e2a9309122d5e29bc841b,Retail
875c2874-e117-ef11-840a-6045bdaf1fd6,/Fmflar0YZrn1dfIAnEOtd80/0q3PHSSzwESGiXV/Wgn1gJ9tJJnfPJ/3YW4kv2kp3aq7eXdxvkWg0wBEgRoaA==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,15-11-2023,01-12-2023,31-12-2023,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,2875,kg,115,kg,7038,g,74087.324,kg,No,No,Landfilled,Landfilled,46,tonnes,e9b431c87b676433f693f260f5a70531,Retail
3b1b2977-e117-ef11-840a-7c1e5205d72d,8wjtItn4UznEhf+wNZJdXDQrQx0MjouXhnP+653ZcqMSig+QYim/iBOtV9ffizksJ+kWjFShH3lWZhT80gIi+Q==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,13-04-2023,01-05-2023,30-05-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,4125,kg,165,kg,10098,g,106299.204,kg,No,No,Landfilled,Landfilled,66,tonnes,21e8548a5b7e1514bbd1b5fd0f934171,Retail
ff4a6f73-e117-ef11-840a-002248d4f085,19HwbsZl62iKPeJx5Z/+Xse9jfhavJfuI9OJjz6MASBazmHYWzhXlDOIVkj7MMkcjXsJocbKYf+a3kh+oo797A==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,11-11-2023,01-12-2023,31-12-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,4.2,kg,35,kg,2.8,kg,974.4,kg,No,No,Composted,Composted,14,tonnes,577a6cf8b87094a876748f021480fcb6,Retail
014b6f73-e117-ef11-840a-002248d4f085,W6x397OjhdUmMlSFVauPu2Sis+ntphUPW0/Mv8Fme3GVGVZO3O2Oy0wLi153NCb2G6giLgI13gwQ5Cr3DOefeA==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,13-01-2024,01-02-2024,29-02-2024,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,4625,kg,185,kg,11322,g,119183.956,kg,No,No,Landfilled,Landfilled,74,tonnes,fb7fdb6f31bbd902c6fafce30adeff5a,Retail
5e10c278-e117-ef11-840a-6045bdad28d3,VabrK7Ovq37rt4UjMm4HksytmsrR2uE/ag1fs09Vj5tPr+/ktaIgtFfrTRyBgc032cclwhjPwvq5CKlVUKzisw==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,16-10-2022,01-11-2022,30-11-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,21,kg,175,kg,14,kg,4872,kg,No,No,Composted,Composted,70,tonnes,326990f1cb88aa164fb2f119a9c1db9f,Retail
c3d6277a-e117-ef11-840a-6045bdaf1fd6,xfrlQJPY2G3JCR1FEPdefrwIxu6a2e+hczLrpyls4kkQmaHoY+xSxnBLNLDrurNMNXYKrTIfTPLn9FOz/mm1uQ==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Landfilled,22-05-2024,16-06-2023,01-07-2023,30-07-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,10687.5,kg,427.5,kg,26163,g,275411.574,kg,No,No,Landfilled,Landfilled,171,tonnes,05306f440347bab926c8321c97710630,Retail
e5c3db7a-e117-ef11-840a-6045bdaef7dd,Paah5T093W1ONV4QnkJakHKm6y4bwkglVDG0MNBPZNnKLZ86XBE2gdVryFAoXOtc6yBIX1haDO+6zyM2YStRsQ==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Landfilled,22-05-2024,09-02-2022,01-03-2022,31-03-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,125,kg,5,kg,306,g,3221.188,kg,No,No,Landfilled,Landfilled,2,tonnes,45bed4eaf7ec9cc1afe9e0c218e7f897,Retail
9758047c-e117-ef11-840a-002248d4d4f0,tJ8ViVlg/djiWaY4AQzrIbzit/P0y9ttDuu52y55+B24KYYRdcDZiYe56hHJLKrs0FE+VibLhetCPrJu/yRNfQ==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,16-09-2022,01-10-2022,31-10-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,21,kg,175,kg,14,kg,4872,kg,No,No,Composted,Composted,70,tonnes,db0ec988b06a49286b7affa1c6f753ea,Retail
