ORIGIN CORRELATION ID,BU_UNIT_IDN,FACILITY IDN,PRODUCT CATEGORY CODE,PRODUCT CATEGORY,MATERIAL,INDUSTRIAL PROCESS TYPE,VALUE CHAIN PARTNER,PRCSS DESC TEXT,INDUSTRY TYP CDE,ORDER IDN,QNTY RECVD NUM,QNTY RECVD NUM UNIT,ALLWD FOOD WASTGE LVL PRCNT NUM,ALLWD FOOD WASTGE LVL QTY NUM,ALLWD FOOD WASTGE LVL QTY NUM UNIT,IDEAL RETL OUTPUT NUM,IDEAL RETL OUTPUT NUM UNIT,FOOD EXPRD PRCNT NUM,QNTY_OF_FOOD_EXPRD_NUM,QNTY_OF_FOOD_EXPRD_NUM_UNIT,OTHER_FOOD_WASTE_PRCNT_NUM,QNTY OTHER FOOD WASTE NUM,QNTY OTHER FOOD WASTE NUM UNIT,WASTE QUANTITY,WASTE QUANTITY UNIT,FOOD PRCSSNG STGE OUTPT NUM,FOOD PRCSSNG STGE OUTPT NUM UNIT,INGRDNT COST NUM,INGRDNT COST NUM UNIT,CALCLTD WASTGE COST NUM ,CALCLTD WASTGE COST NUM UNIT,WASTE COLLCTN COST NUM,WASTE COLLCTN COST NUM UNIT,WASTE TRTMNT COST NUM,WASTE TRTMNT COST NUM UNIT,COST,COST UNIT,CONSUMPTION START DATE,CONSUMPTION END DATE,TRANSACTION DATE,WASTE GENRTN PRCSS TYP,WASTE GENRTN PRCSS CATGRY,WASTE DIVRSN METHD CDE,WASTE DIVRSN METHD SUB TYP CDE,WASTE DIVRSN SITE TYP CDE,HAZRD TYP CDE,DISPOSAL METHOD,SPEND TYPE,DATA QUALITY TYPE,EVIDENCE,EVIDENCE TXT 2,EVIDENCE TXT 3,FRST LOAD TME,FRST LOAD UPTD BY,LST UPDT TME,LST UPDT BY,SRC INFO,INDUSTRY,PLATFORM TYPE,COMPONENT ID,FACILITY,ORGANIZATIONAL UNIT
9c2a2c5e890187bda2fb921d13962c29_IDEA_AZURE,OSG_FORET001,OS_USA0001,O&S_Snac001,Snack,Sugar,Food Retailing,Waste Management Inc,Retail,Retail,R_23ORD_FORET_USA_Sna_Sug9836,275,tonnes,1.5,4.1,%,271,tonnes,1.4,3.8,tonnes,1.2,3.25,%,11,tonnes,264,tonnes,460,USD per tonnes,5132,USD,402,USD,1205,USD,6739,USD,01-12-2023,31-12-2023,16-11-2023,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
668764ddcaade2f6fab0f80f2563bcd0_IDEA_AZURE,OSG_FORET001,OS_USA0001,O&S_Snac001,Snack,Sugar,Food Retailing,Waste Management Inc,Retail,Retail,R_22ORD_FORET_USA_Sna_Sug4461,457,tonnes,1.5,6.9,%,450,tonnes,1.6,7.2,tonnes,1.2,5.4,%,19,tonnes,438,tonnes,460,USD per tonnes,8955,USD,701,USD,2103,USD,11759,USD,01-10-2022,31-10-2022,11-09-2022,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
d23bf7117b0a5e722115e6578963378a_IDEA_AZURE,OSG_FORET001,OS_GER0001,O&S_Fres001,Fresh Produce,Potato,Food Retailing,Bio Service Nord,Retail,Retail,R_23ORD_FORET_GER_Fre_Pot4527,2851,tonnes,1.5,42.8,%,2808,tonnes,1.8,50.5,tonnes,1.2,33.7,%,127,tonnes,2724,tonnes,2730,USD per tonnes,346754,USD,4573,USD,13718,USD,365044,USD,01-01-2023,31-01-2023,12-12-2022,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
4de4c0d2cbe129c5e6e660aeec29ffe7_IDEA_AZURE,OSG_FORET001,OS_USA0001,O&S_Snac001,Snack,Milk Solids,Food Retailing,Waste Management Inc,Retail,Retail,R_23ORD_FORET_USA_Sna_Mil9181,567,tonnes,1.5,8.5,%,558,tonnes,1.1,6.1,tonnes,1.3,7.25,%,22,tonnes,545,tonnes,6640,USD per tonnes,145352,USD,788,USD,2364,USD,148505,USD,01-02-2023,28-02-2023,13-01-2023,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
6e586dcddd8d12dedcd96755ea7463f2_IDEA_AZURE,OSG_FORET001,OS_GER0001,O&S_Fres001,Fresh Produce,Lettuce,Food Retailing,Bio Service Nord,Retail,Retail,R_23ORD_FORET_GER_Fre_Let2225,3887,tonnes,1.5,58.3,%,3829,tonnes,1.1,42.1,tonnes,1.1,42.12,%,143,tonnes,3745,tonnes,2770,USD per tonnes,394876,USD,5132,USD,15396,USD,415404,USD,01-05-2023,30-05-2023,11-04-2023,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
6cce7b7d088214e7bf9bddd363aec5ae_IDEA_AZURE,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Apple,Food Retailing,Waste Management Inc,Retail,Retail,R_23ORD_FORET_USA_Bak_App6598,2072,tonnes,1.5,31.1,%,2041,tonnes,1.2,24.5,tonnes,1.1,22.45,%,78,tonnes,1994,tonnes,4470,USD per tonnes,348748,USD,2809,USD,8426,USD,359983,USD,01-10-2023,31-10-2023,15-09-2023,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
cfd9ff3c10b0a0b1b7eb08dda5ec7d5b_IDEA_AZURE,OSG_FORET001,OS_GER0001,O&S_Beve001,Beverages,Ginger,Food Retailing,Bio Service Nord,Retail,Retail,R_22ORD_FORET_GER_Bev_Gin9601,875,tonnes,1.5,13.1,%,862,tonnes,1.6,13.8,tonnes,1.3,11.2,%,38,tonnes,837,tonnes,1490,USD per tonnes,56792,USD,1372,USD,13722,USD,71886,USD,01-02-2022,28-02-2022,13-01-2022,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
23e945a14283dc4526506808b2dbab8d_IDEA_AZURE,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Apple,Food Retailing,Waste Management Inc,Retail,Retail,R_22ORD_FORET_USA_Bak_App5988,10,tonnes,1.5,0.1,%,9,tonnes,1.6,0.2,tonnes,1.3,0.12,%,0,tonnes,9,tonnes,4470,USD per tonnes,1863,USD,15,USD,45,USD,1923,USD,01-02-2022,28-02-2022,13-01-2022,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
8b9e05f82b325694989d3753a7463871_IDEA_AZURE,OSG_FORET001,OS_GER0001,O&S_Beve001,Beverages,Carrot,Food Retailing,Bio Service Nord,Retail,Retail,R_22ORD_FORET_GER_Bev_Car7480,1827,tonnes,1.5,27.4,%,1800,tonnes,1.4,25.2,tonnes,1.5,27,%,80,tonnes,1748,tonnes,2730,USD per tonnes,217337,USD,2866,USD,28660,USD,248863,USD,01-07-2022,31-07-2022,13-06-2022,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
986b3172ad8f6a6fca1b6e94775cb25e_IDEA_AZURE,OSG_FORET001,OS_GER0001,O&S_Beve001,Beverages,Sugar,Food Retailing,Bio Service Nord,Retail,Retail,R_23ORD_FORET_GER_Bev_Sug7905,594,tonnes,1.5,8.9,%,585,tonnes,1.3,7.6,tonnes,1.3,7.61,%,24,tonnes,570,tonnes,460,USD per tonnes,11096,USD,868,USD,8684,USD,20649,USD,01-01-2023,31-01-2023,16-12-2022,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
31c23daa08edc5f645c2bc3715fdd5c2_IDEA_AZURE,OSG_FORET001,OS_USA0001,O&S_Snac001,Snack,Sugar,Food Retailing,Waste Management Inc,Retail,Retail,R_23ORD_FORET_USA_Sna_Sug8309,478,tonnes,1.5,7.2,%,471,tonnes,1.5,7.1,tonnes,1.4,6.59,%,21,tonnes,457,tonnes,460,USD per tonnes,9574,USD,749,USD,2248,USD,12572,USD,01-02-2023,28-02-2023,13-01-2023,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
0c1719fdfb1b86addb9529fe60c53a88_IDEA_AZURE,OSG_FORET001,OS_GER0001,O&S_Fres001,Fresh Produce,Lettuce,Food Retailing,Bio Service Nord,Retail,Retail,R_23ORD_FORET_GER_Fre_Let3295,4188,tonnes,1.5,62.8,%,4125,tonnes,1.1,45.4,tonnes,1.1,45.37,%,154,tonnes,4034,tonnes,2770,USD per tonnes,425365,USD,5528,USD,16585,USD,447478,USD,01-12-2023,31-12-2023,13-11-2023,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
5d82825f7ab38e15bd079419e82e7627_IDEA_AZURE,OSG_FORET001,OS_CHI0001,O&S_SeaF001,Sea Food,Pomfret,Food Retailing,Zhejiang Weiming Environment Protection Co. Ltd,Retail,Retail,R_24ORD_FORET_CHI_Sea_Pom2914,1088,tonnes,1.5,16.3,%,1072,tonnes,1.3,13.9,tonnes,1.5,16.08,%,46,tonnes,1042,tonnes,3620,USD per tonnes,167710,USD,1668,USD,5003,USD,174381,USD,01-01-2024,31-01-2024,16-12-2023,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S China,One Shop
67de36414d6eac6c41004ec1ed1dd376_IDEA_AZURE,OSG_FORET001,OS_USA0001,O&S_Meat001,Meat,Lamb meat,Food Retailing,Waste Management Inc,Retail,Retail,R_22ORD_FORET_USA_Mea_Lam1390,1372,tonnes,1.5,20.6,%,1352,tonnes,1.6,21.6,tonnes,1.3,17.57,%,60,tonnes,1312,tonnes,6020,USD per tonnes,359862,USD,2152,USD,6456,USD,368470,USD,01-02-2022,28-02-2022,17-01-2022,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
39c2fb7dc96d86fa40963b15e0bdd164_IDEA_AZURE,OSG_FORET001,OS_CHI0001,O&S_Puls001,Pulses and Cereals,Sugar,Food Retailing,Zhejiang Weiming Environment Protection Co. Ltd,Retail,Retail,R_22ORD_FORET_CHI_Pul_Sug6723,238,tonnes,1.5,3.6,%,235,tonnes,1.8,4.2,tonnes,1.4,3.29,%,11,tonnes,227,tonnes,460,USD per tonnes,5099,USD,399,USD,1197,USD,6696,USD,01-10-2022,31-10-2022,14-09-2022,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S China,One Shop
a34be11161883a7d1035388475bf5db9_IDEA_AZURE,OSG_FORET001,OS_CHI0001,O&S_SeaF001,Sea Food,Pomfret,Food Retailing,Zhejiang Weiming Environment Protection Co. Ltd,Retail,Retail,R_22ORD_FORET_CHI_Sea_Pom2474,1123,tonnes,1.5,16.8,%,1106,tonnes,1.1,12.2,tonnes,1.5,16.59,%,46,tonnes,1077,tonnes,3620,USD per tonnes,165068,USD,1642,USD,4925,USD,171634,USD,01-10-2022,31-10-2022,16-09-2022,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S China,One Shop
ded360aaf442159d548d75956c824865_IDEA_AZURE,OSG_FORET001,OS_GER0001,O&S_Beve001,Beverages,Carrot,Food Retailing,Bio Service Nord,Retail,Retail,R_23ORD_FORET_GER_Bev_Car3938,2491,tonnes,1.5,37.4,%,2453,tonnes,2,49.1,tonnes,1.4,34.35,%,121,tonnes,2370,tonnes,2730,USD per tonnes,329702,USD,4348,USD,43477,USD,377527,USD,01-01-2023,31-01-2023,14-12-2022,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
df606a7f6892bb3ad00ab0322ca976cb_IDEA_AZURE,OSG_FORET001,OS_GER0001,O&S_Beve001,Beverages,Sugar,Food Retailing,Bio Service Nord,Retail,Retail,R_23ORD_FORET_GER_Bev_Sug9979,105,tonnes,1.5,1.6,%,103,tonnes,1.1,1.1,tonnes,1.2,1.24,%,4,tonnes,101,tonnes,460,USD per tonnes,1816,USD,142,USD,1422,USD,3380,USD,01-02-2023,28-02-2023,15-01-2023,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
a847659b1eed68a1fff2235e1cfb8e1f_IDEA_AZURE,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Wheat,Food Retailing,Waste Management Inc,Retail,Retail,R_23ORD_FORET_USA_Bak_Whe3790,8069,tonnes,1.5,121,%,7948,tonnes,1.2,95.4,tonnes,1.3,103.32,%,320,tonnes,7749,tonnes,1350,USD per tonnes,431641,USD,11510,USD,34531,USD,477683,USD,01-06-2023,30-06-2023,17-05-2023,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
fd1af460328df87cef1658526bd14625_IDEA_AZURE,OSG_FORET001,OS_CHI0001,O&S_Puls001,Pulses and Cereals,Corns,Food Retailing,Zhejiang Weiming Environment Protection Co. Ltd,Retail,Retail,R_23ORD_FORET_CHI_Pul_Cor4032,2504,tonnes,1.5,37.6,%,2466,tonnes,1.9,46.9,tonnes,1.5,36.99,%,121,tonnes,2382,tonnes,2170,USD per tonnes,263448,USD,4371,USD,13112,USD,280930,USD,01-10-2023,31-10-2023,16-09-2023,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S China,One Shop
3ac0dbe494c572aec6c4f00f7b88418b_IDEA_AZURE,OSG_FORET001,OS_USA0001,O&S_Snac001,Snack,Sugar,Food Retailing,Waste Management Inc,Retail,Retail,R_23ORD_FORET_USA_Sna_Sug2003,472,tonnes,1.5,7.1,%,465,tonnes,1.6,7.4,tonnes,1.2,5.57,%,20,tonnes,452,tonnes,460,USD per tonnes,9237,USD,723,USD,2169,USD,12128,USD,01-11-2023,30-11-2023,14-10-2023,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
d602dbe47ba5564394e4132e5f15055d_IDEA_AZURE,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Eggs,Food Retailing,Waste Management Inc,Retail,Retail,R_24ORD_FORET_USA_Bak_Egg3142,1896,tonnes,1.5,28.4,%,1867,tonnes,1.8,33.6,tonnes,1.4,26.14,%,88,tonnes,1808,tonnes,4840,USD per tonnes,426839,USD,3175,USD,9524,USD,439538,USD,01-02-2024,29-02-2024,13-01-2024,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
9566ea3d05e35e338d30afff3106546b_IDEA_AZURE,OSG_FORET001,OS_USA0001,O&S_Dair001,Dairy And Eggs,Milk,Food Retailing,Waste Management Inc,Retail,Retail,R_22ORD_FORET_USA_Dai_Mil4487,283,tonnes,1.5,4.2,%,279,tonnes,1.5,4.2,tonnes,1.5,4.19,%,13,tonnes,271,tonnes,660,USD per tonnes,8329,USD,454,USD,4543,USD,13326,USD,01-11-2022,30-11-2022,14-10-2022,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
5c7523edb7ae7d9cbec72b55d5d844df_IDEA_AZURE,OSG_FORET001,OS_USA0001,O&S_Dair001,Dairy And Eggs,Milk,Food Retailing,Waste Management Inc,Retail,Retail,R_22ORD_FORET_USA_Dai_Mil9561,283,tonnes,1.5,4.2,%,279,tonnes,1.5,4.2,tonnes,1.5,4.19,%,13,tonnes,271,tonnes,660,USD per tonnes,8329,USD,454,USD,4543,USD,13326,USD,01-12-2022,31-12-2022,14-11-2022,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
24f441c50ecface5c62eb45a35db69fa_IDEA_AZURE,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Eggs,Food Retailing,Waste Management Inc,Retail,Retail,R_23ORD_FORET_USA_Bak_Egg4695,1900,tonnes,1.5,28.5,%,1871,tonnes,1.7,31.8,tonnes,1.4,26.2,%,87,tonnes,1813,tonnes,4840,USD per tonnes,418711,USD,3114,USD,9343,USD,431168,USD,01-04-2023,30-04-2023,12-03-2023,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
281bfdd234ce5a0d7a005bb05a9bb959_IDEA_AZURE,OSG_FORET001,OS_GER0001,O&S_Fres001,Fresh Produce,Lettuce,Food Retailing,Bio Service Nord,Retail,Retail,R_24ORD_FORET_GER_Fre_Let1233,3936,tonnes,1.5,59,%,3877,tonnes,1.6,62,tonnes,1.1,42.65,%,164,tonnes,3773,tonnes,2770,USD per tonnes,453553,USD,5895,USD,17684,USD,477132,USD,01-01-2024,31-01-2024,15-12-2023,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
2cd1d46fbdf9d66801ae5f6fc97be461_IDEA_AZURE,OSG_FORET001,OS_GER0001,O&S_Pant001,Pantry Essentials,Soyabean Oil,Food Retailing,Bio Service Nord,Retail,Retail,R_22ORD_FORET_GER_Pan_Soy1734,288,tonnes,1.5,4.3,%,284,tonnes,1.6,4.5,tonnes,1.3,3.69,%,13,tonnes,275,tonnes,1360,USD per tonnes,17061,USD,452,USD,4516,USD,22029,USD,01-12-2022,31-12-2022,14-11-2022,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
fe49eacbbab093375fb29a9701b7a855_IDEA_AZURE,OSG_FORET001,OS_GER0001,O&S_Beve001,Beverages,Sugar,Food Retailing,Bio Service Nord,Retail,Retail,R_23ORD_FORET_GER_Bev_Sug9091,341,tonnes,1.5,5.1,%,336,tonnes,1.5,5,tonnes,1.2,4.03,%,14,tonnes,326,tonnes,460,USD per tonnes,6517,USD,510,USD,5100,USD,12128,USD,01-05-2023,30-05-2023,13-04-2023,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
00f966f5cf73b7cdf1f896bc6a61f665_IDEA_AZURE,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Apple,Food Retailing,Waste Management Inc,Retail,Retail,R_23ORD_FORET_USA_Bak_App8096,2433,tonnes,1.5,36.5,%,2397,tonnes,1.5,36,tonnes,1.1,26.36,%,99,tonnes,2334,tonnes,4470,USD per tonnes,441702,USD,3557,USD,10672,USD,455931,USD,01-09-2023,30-09-2023,16-08-2023,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
5dc2906f357c9688c8166380e519dcc4_IDEA_AZURE,OSG_FORET001,OS_GER0001,O&S_Beve001,Beverages,Oranges,Food Retailing,Bio Service Nord,Fresh Orange Sales,Retail,R_24ORD_FORET_GER_Bev_Ora6984,999,tonnes,1.5,15,%,984,tonnes,1.4,13.8,tonnes,1.3,12.79,%,42,tonnes,957,tonnes,2020,USD per tonnes,83914,USD,1495,USD,14955,USD,100364,USD,01-01-2024,31-01-2024,15-12-2023,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
f13027e4f878d2a5bb8ccd5de5566df3_IDEA_AZURE,OSG_FORET001,OS_CHI0001,O&S_Puls001,Pulses and Cereals,Split Bengal Gram (Chana Dal),Food Retailing,Zhejiang Weiming Environment Protection Co. Ltd,Retail,Retail,R_22ORD_FORET_CHI_Pul_Spl7272,1797,tonnes,1.5,27,%,1770,tonnes,1.7,30.1,tonnes,1.2,21.24,%,78,tonnes,1718,tonnes,1330,USD per tonnes,104105,USD,2818,USD,8454,USD,115377,USD,01-04-2022,30-04-2022,17-03-2022,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S China,One Shop
ea6fa8ab03f100c57270b04f4ae94a23_IDEA_AZURE,OSG_FORET001,OS_GER0001,O&S_Beve001,Beverages,Strawberries,Food Retailing,Bio Service Nord,Retail,Retail,R_22ORD_FORET_GER_Bev_Str4682,60,tonnes,1.5,0.9,%,59,tonnes,1.5,0.9,tonnes,1.4,0.83,%,3,tonnes,58,tonnes,5400,USD per tonnes,14179,USD,95,USD,945,USD,15219,USD,01-04-2022,30-04-2022,16-03-2022,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
e8e26cef7e423fa102900b9c2fe296ac_IDEA_AZURE,OSG_FORET001,OS_GER0001,O&S_Fres001,Fresh Produce,Lettuce,Food Retailing,Bio Service Nord,Retail,Retail,R_22ORD_FORET_GER_Fre_Let4495,3886,tonnes,1.5,58.3,%,3828,tonnes,1.8,68.9,tonnes,1.1,42.1,%,169,tonnes,3717,tonnes,2770,USD per tonnes,468920,USD,6094,USD,18283,USD,493297,USD,01-07-2022,31-07-2022,14-06-2022,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,05:40.2,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
