"ORIGIN_CORRELATION_ID","BU_UNIT_IDN","FACILITY_IDN","PRODUCT_CATEGORY_CODE","PRODUCT_CATEGORY","MATERIAL","INDUSTRIAL_PROCESS_TYPE","VALUE_CHAIN_PARTNER","PRCSS_DESC_TEXT","INDUSTRY_TYP_CDE","ORDER_IDN","QNTY_RECVD_NUM","QNTY_RECVD_NUM_UNIT","ALLWD_FOOD_WASTGE_LVL_PRCNT_NUM","ALLWD_FOOD_WASTGE_LVL_QTY_NUM","ALLWD_FOOD_WASTGE_LVL_QTY_NUM_UNIT","IDEAL_RETL_OUTPUT_NUM","IDEAL_RETL_OUTPUT_NUM_UNIT","FOOD_EXPRD_PRCNT_NUM","QNTY_OF_FOOD_EXPRD_NUM","QNTY_OF_FOOD_EXPRD_NUM_UNIT","OTHER_FOOD_WASTE_PRCNT_NUM","QNTY_OTHER_FOOD_WASTE_NUM","QNTY_OTHER_FOOD_WASTE_NUM_UNIT","WASTE_QUANTITY","WASTE_QUANTITY_UNIT","FOOD_PRCSSNG_STGE_OUTPT_NUM","FOOD_PRCSSNG_STGE_OUTPT_NUM_UNIT","INGRDNT_COST_NUM","INGRDNT_COST_NUM_UNIT","CALCLTD_WASTGE_COST_NUM","CALCLTD_WASTGE_COST_NUM_UNIT","WASTE_COLLCTN_COST_NUM","WASTE_COLLCTN_COST_NUM_UNIT","WASTE_TRTMNT_COST_NUM","WASTE_TRTMNT_COST_NUM_UNIT","COST","COST_UNIT","CONSUMPTION_START_DATE","CONSUMPTION_END_DATE","TRANSACTION_DATE","WASTE_GENRTN_PRCSS_TYP","WASTE_GENRTN_PRCSS_CATGRY","WASTE_DIVRSN_METHD_CDE","WASTE_DIVRSN_METHD_SUB_TYP_CDE","WASTE_DIVRSN_SITE_TYP_CDE","HAZRD_TYP_CDE","DISPOSAL_METHOD","SPEND_TYPE","DATA_QUALITY_TYPE","EVIDENCE","EVIDENCE_TXT_2","EVIDENCE_TXT_3","FRST_LOAD_TME","FRST_LOAD_UPTD_BY","LST_UPDT_TME","LST_UPDT_BY","SRC_INFO","INDUSTRY","PLATFORM_TYPE","COMPONENT_ID","FACILITY","ORGANIZATIONAL_UNIT"
d73b25ce5ea2032c1d94fd80eff94a44_IDEA_AZURE,OSG_FORET001,OS_CHI0001,O&S_Puls001,Pulses and Cereals,Red Kidney Beans,Food Retailing,Zhejiang Weiming Environment Protection Co. Ltd,Retail,Retail,R_22ORD_FORET_CHI_Pul_Red4165,896.00,tonnes,1.50,13.40,%,883.00,tonnes,1.30,11.50,tonnes,1.10,9.71,%,35.00,tonnes,862.00,tonnes,1370.00,USD per tonnes,47457.00,USD,1247.00,USD,3741.00,USD,52445.00,USD,2022-10-01,2022-10-31,2022-09-16,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S China,One Shop
"378569429543210b3c13416eaf12f7b0_IDEA_AZURE",OSG_FORET001,OS_USA0001,O&S_Meat001,Meat,Chicken,Food Retailing,Waste Management Inc,Retail,Retail,R_23ORD_FORET_USA_Mea_Chi7315,2042.00,tonnes,1.50,30.60,%,2012.00,tonnes,1.20,24.10,tonnes,1.50,30.18,%,85.00,tonnes,1957.00,tonnes,6270.00,USD per tonnes,532636.00,USD,3058.00,USD,9175.00,USD,544869.00,USD,2023-04-01,2023-04-30,2023-03-17,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
"50bc4f5a0c342f0eeb5dc389aec09f6a_IDEA_AZURE",OSG_FORET001,OS_CHI0001,O&S_SeaF001,Sea Food,Pomfret,Food Retailing,Zhejiang Weiming Environment Protection Co. Ltd,Retail,Retail,R_22ORD_FORET_CHI_Sea_Pom3204,1006.00,tonnes,1.50,15.10,%,991.00,tonnes,1.60,15.90,tonnes,1.30,12.88,%,44.00,tonnes,962.00,tonnes,3620.00,USD per tonnes,158690.00,USD,1578.00,USD,4734.00,USD,165003.00,USD,2022-03-01,2022-03-31,2022-02-12,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S China,One Shop
d58bc9d2d31c6c7024f64f537fdaffd6_IDEA_AZURE,OSG_FORET001,OS_GER0001,O&S_Beve001,Beverages,Sugar,Food Retailing,Bio Service Nord,Retail,Retail,R_22ORD_FORET_GER_Bev_Sug9193,321.00,tonnes,1.50,4.80,%,316.00,tonnes,1.10,3.50,tonnes,1.50,4.74,%,13.00,tonnes,308.00,tonnes,460.00,USD per tonnes,5989.00,USD,469.00,USD,4687.00,USD,11146.00,USD,2022-08-01,2022-08-31,2022-07-12,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
"903f3cc110a968d8179c94299636baa7_IDEA_AZURE",OSG_FORET001,OS_GER0001,O&S_Beve001,Beverages,Strawberries,Food Retailing,Bio Service Nord,Retail,Retail,R_22ORD_FORET_GER_Bev_Str2091,61.00,tonnes,1.50,0.90,%,60.00,tonnes,1.80,1.10,tonnes,1.10,0.66,%,3.00,tonnes,58.00,tonnes,5400.00,USD per tonnes,14334.00,USD,96.00,USD,956.00,USD,15385.00,USD,2022-08-01,2022-08-31,2022-07-12,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
"75e5d00b8f7f5f965397ed0df103d0e9_IDEA_AZURE",OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Wheat,Food Retailing,Waste Management Inc,Retail,Retail,R_22ORD_FORET_USA_Bak_Whe5911,26.00,tonnes,1.50,0.40,%,26.00,tonnes,1.60,0.40,tonnes,1.30,0.34,%,1.00,tonnes,25.00,tonnes,1350.00,USD per tonnes,1544.00,USD,41.00,USD,123.00,USD,1708.00,USD,2022-02-01,2022-02-28,2022-01-12,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
d23070bf5bf1279aa49493d1e2e1b689_IDEA_AZURE,OSG_FORET001,OS_GER0001,O&S_Beve001,Beverages,Sugar,Food Retailing,Bio Service Nord,Retail,Retail,R_22ORD_FORET_GER_Bev_Sug9163,80.00,tonnes,1.50,1.20,%,79.00,tonnes,1.60,1.30,tonnes,1.20,0.95,%,3.00,tonnes,77.00,tonnes,460.00,USD per tonnes,1575.00,USD,123.00,USD,1233.00,USD,2932.00,USD,2022-04-01,2022-04-30,2022-03-17,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
"8433376d151f9a73f1fd3d4079082f4f_IDEA_AZURE",OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Sugar,Food Retailing,Waste Management Inc,Retail,Retail,R_23ORD_FORET_USA_Bak_Sug1987,410.00,tonnes,1.50,6.20,%,404.00,tonnes,1.70,6.90,tonnes,1.20,4.85,%,18.00,tonnes,392.00,tonnes,460.00,USD per tonnes,8222.00,USD,643.00,USD,1930.00,USD,10796.00,USD,2023-06-01,2023-06-30,2023-05-16,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
"0974664d566751b35fbea1d81471714b_IDEA_AZURE",OSG_FORET001,OS_USA0001,O&S_Meat001,Meat,Lamb meat,Food Retailing,Waste Management Inc,Retail,Retail,R_23ORD_FORET_USA_Mea_Lam5419,1550.00,tonnes,1.50,23.20,%,1526.00,tonnes,1.80,27.50,tonnes,1.40,21.37,%,72.00,tonnes,1478.00,tonnes,6020.00,USD per tonnes,434007.00,USD,2595.00,USD,7786.00,USD,444388.00,USD,2023-11-01,2023-11-30,2023-10-16,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
aa6012e3cbe1bca4e5f9387ff2b42dba_IDEA_AZURE,OSG_FORET001,OS_USA0001,O&S_Snac001,Snack,Banana,Food Retailing,Waste Management Inc,Retail,Retail,R_22ORD_FORET_USA_Sna_Ban1493,70.00,tonnes,1.50,1.00,%,69.00,tonnes,1.60,1.10,tonnes,1.30,0.90,%,3.00,tonnes,67.00,tonnes,1350.00,USD per tonnes,4116.00,USD,110.00,USD,329.00,USD,4556.00,USD,2022-02-01,2022-02-28,2022-01-15,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
"309c0fec56e23e4608f925e628a8e57d_IDEA_AZURE",OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Wheat,Food Retailing,Waste Management Inc,Retail,Retail,R_22ORD_FORET_USA_Bak_Whe7092,27.00,tonnes,1.50,0.40,%,27.00,tonnes,1.20,0.30,tonnes,1.10,0.30,%,1.00,tonnes,26.00,tonnes,1350.00,USD per tonnes,1386.00,USD,37.00,USD,111.00,USD,1534.00,USD,2022-05-01,2022-05-31,2022-04-16,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
bcba9585ee49ab9ceb77b6f9d51fee31_IDEA_AZURE,OSG_FORET001,OS_USA0001,O&S_Dair001,Dairy And Eggs,Eggs,Food Retailing,Waste Management Inc,Retail,Retail,R_22ORD_FORET_USA_Dai_Egg2544,472.00,tonnes,1.50,7.10,%,465.00,tonnes,1.10,5.10,tonnes,1.40,6.51,%,19.00,tonnes,453.00,tonnes,4840.00,USD per tonnes,90542.00,USD,673.00,USD,6735.00,USD,97950.00,USD,2022-07-01,2022-07-31,2022-06-12,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
"8a9beab1ab181343dc88315f57450cf1_IDEA_AZURE",OSG_FORET001,OS_GER0001,O&S_Pant001,Pantry Essentials,Soyabean Oil,Food Retailing,Bio Service Nord,Retail,Retail,R_22ORD_FORET_GER_Pan_Soy7665,288.00,tonnes,1.50,4.30,%,284.00,tonnes,1.60,4.50,tonnes,1.30,3.69,%,13.00,tonnes,275.00,tonnes,1360.00,USD per tonnes,17061.00,USD,452.00,USD,4516.00,USD,22029.00,USD,2022-10-01,2022-10-31,2022-09-14,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
"3449c0e7badd1301f2d96f62c582eb39_IDEA_AZURE",OSG_FORET001,OS_USA0001,O&S_Meat001,Meat,Chicken,Food Retailing,Waste Management Inc,Retail,Retail,R_22ORD_FORET_USA_Mea_Chi7148,2150.00,tonnes,1.50,32.30,%,2118.00,tonnes,1.40,29.70,tonnes,1.10,23.30,%,85.00,tonnes,2065.00,tonnes,6270.00,USD per tonnes,534202.00,USD,3067.00,USD,9202.00,USD,546471.00,USD,2022-11-01,2022-11-30,2022-10-13,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
dae729a62e66af71c486a09553e912fa_IDEA_AZURE,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Apple,Food Retailing,Waste Management Inc,Retail,Retail,R_23ORD_FORET_USA_Bak_App1705,2285.00,tonnes,1.50,34.30,%,2251.00,tonnes,2.00,45.00,tonnes,1.40,31.51,%,111.00,tonnes,2174.00,tonnes,4470.00,USD per tonnes,495283.00,USD,3989.00,USD,11967.00,USD,511239.00,USD,2023-01-01,2023-01-31,2022-12-17,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
c8866ec8da3d7057f8095e319b12421d_IDEA_AZURE,OSG_FORET001,OS_GER0001,O&S_Pant001,Pantry Essentials,Canola Seed,Food Retailing,Bio Service Nord,Retail,Retail,R_23ORD_FORET_GER_Pan_Can2287,3186.00,tonnes,1.50,47.80,%,3138.00,tonnes,1.60,50.20,tonnes,1.50,47.07,%,145.00,tonnes,3040.00,tonnes,1350.00,USD per tonnes,195822.00,USD,5222.00,USD,52219.00,USD,253263.00,USD,2023-09-01,2023-09-30,2023-08-16,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
a14280eb022de4a05392e0d66807f187_IDEA_AZURE,OSG_FORET001,OS_USA0001,O&S_Snac001,Snack,Banana,Food Retailing,Waste Management Inc,Retail,Retail,R_23ORD_FORET_USA_Sna_Ban4660,1384.00,tonnes,1.50,20.80,%,1363.00,tonnes,1.70,23.20,tonnes,1.30,17.72,%,62.00,tonnes,1322.00,tonnes,1350.00,USD per tonnes,83208.00,USD,2219.00,USD,6657.00,USD,92083.00,USD,2023-10-01,2023-10-31,2023-09-15,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
f1ea352e760bdb95321b241a44af0c58_IDEA_AZURE,OSG_FORET001,OS_USA0001,O&S_Dair001,Dairy And Eggs,Milk,Food Retailing,Waste Management Inc,Retail,Retail,R_23ORD_FORET_USA_Dai_Mil5369,288.00,tonnes,1.50,4.30,%,283.00,tonnes,1.50,4.20,tonnes,1.50,4.25,%,13.00,tonnes,275.00,tonnes,660.00,USD per tonnes,8456.00,USD,461.00,USD,4613.00,USD,13530.00,USD,2023-12-01,2023-12-31,2023-11-13,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
b6dc5e390d2c27f583c502520e315478_IDEA_AZURE,OSG_FORET001,OS_CHI0001,O&S_Puls001,Pulses and Cereals,Corns,Food Retailing,Zhejiang Weiming Environment Protection Co. Ltd,Retail,Retail,R_22ORD_FORET_CHI_Pul_Cor6978,2063.00,tonnes,1.50,30.90,%,2032.00,tonnes,1.30,26.40,tonnes,1.50,30.49,%,88.00,tonnes,1975.00,tonnes,2170.00,USD per tonnes,190646.00,USD,3163.00,USD,9488.00,USD,203298.00,USD,2022-01-01,2022-01-31,2021-12-14,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S China,One Shop
e6ece711ada408495a6359b28d844402_IDEA_AZURE,OSG_FORET001,OS_CHI0001,O&S_SeaF001,Sea Food,Tiger Prawns,Food Retailing,Zhejiang Weiming Environment Protection Co. Ltd,Retail,Retail,R_22ORD_FORET_CHI_Sea_Tig9785,915.00,tonnes,1.50,13.70,%,901.00,tonnes,1.60,14.40,tonnes,1.30,11.71,%,40.00,tonnes,875.00,tonnes,7120.00,USD per tonnes,283745.00,USD,1435.00,USD,4304.00,USD,289484.00,USD,2022-03-01,2022-03-31,2022-02-12,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S China,One Shop
"593f9a5c3a5c3db45e5e94e55edf9f7e_IDEA_AZURE",OSG_FORET001,OS_GER0001,O&S_Beve001,Beverages,Ginger,Food Retailing,Bio Service Nord,Retail,Retail,R_22ORD_FORET_GER_Bev_Gin4446,3040.00,tonnes,1.50,45.60,%,2994.00,tonnes,1.30,38.90,tonnes,1.50,44.91,%,129.00,tonnes,2910.00,tonnes,1490.00,USD per tonnes,192850.00,USD,4659.00,USD,46595.00,USD,244104.00,USD,2022-04-01,2022-04-30,2022-03-12,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
"9195c0804db21c41a13410c987ad7804_IDEA_AZURE",OSG_FORET001,OS_CHI0001,O&S_Puls001,Pulses and Cereals,Corns,Food Retailing,Zhejiang Weiming Environment Protection Co. Ltd,Retail,Retail,R_22ORD_FORET_CHI_Pul_Cor2562,2165.00,tonnes,1.50,32.50,%,2132.00,tonnes,1.40,29.90,tonnes,1.40,29.85,%,92.00,tonnes,2072.00,tonnes,2170.00,USD per tonnes,200009.00,USD,3318.00,USD,9954.00,USD,213281.00,USD,2022-08-01,2022-08-31,2022-07-12,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S China,One Shop
"4a16f3a2be7b4206f4e72e054f1d2aa3_IDEA_AZURE",OSG_FORET001,OS_USA0001,O&S_Snac001,Snack,Milk Solids,Food Retailing,Waste Management Inc,Retail,Retail,R_22ORD_FORET_USA_Sna_Mil9899,567.00,tonnes,1.50,8.50,%,558.00,tonnes,1.30,7.30,tonnes,1.10,6.14,%,22.00,tonnes,545.00,tonnes,6640.00,USD per tonnes,145353.00,USD,788.00,USD,2364.00,USD,148505.00,USD,2022-09-01,2022-09-30,2022-08-17,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
e16e1c5f712c86ff64c606dafbb5fc9a_IDEA_AZURE,OSG_FORET001,OS_USA0001,O&S_Meat001,Meat,Pork meat,Food Retailing,Waste Management Inc,Retail,Retail,R_23ORD_FORET_USA_Mea_Por5453,1280.00,tonnes,1.50,19.20,%,1261.00,tonnes,1.60,20.20,tonnes,1.30,16.39,%,56.00,tonnes,1224.00,tonnes,2040.00,USD per tonnes,113744.00,USD,2007.00,USD,6022.00,USD,121773.00,USD,2023-02-01,2023-02-28,2023-01-16,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
"16c8d93af4f393f2d5509d840cce02d3_IDEA_AZURE",OSG_FORET001,OS_GER0001,O&S_Beve001,Beverages,Carrot,Food Retailing,Bio Service Nord,Retail,Retail,R_23ORD_FORET_GER_Bev_Car1028,4217.00,tonnes,1.50,63.30,%,4154.00,tonnes,1.40,58.20,tonnes,1.50,62.31,%,184.00,tonnes,4033.00,tonnes,2730.00,USD per tonnes,501546.00,USD,6614.00,USD,66138.00,USD,574298.00,USD,2023-07-01,2023-07-30,2023-06-11,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
"5774eead995d88334749cc42c2322814_IDEA_AZURE",OSG_FORET001,OS_USA0001,O&S_Dair001,Dairy And Eggs,Milk,Food Retailing,Waste Management Inc,Retail,Retail,R_23ORD_FORET_USA_Dai_Mil5534,292.00,tonnes,1.50,4.40,%,288.00,tonnes,1.80,5.20,tonnes,1.20,3.45,%,13.00,tonnes,279.00,tonnes,660.00,USD per tonnes,8585.00,USD,468.00,USD,4683.00,USD,13736.00,USD,2023-09-01,2023-09-30,2023-08-14,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
"612dc76c9d2fbda0f7b150e0f0b79eb6_IDEA_AZURE",OSG_FORET001,OS_USA0001,O&S_Snac001,Snack,Banana,Food Retailing,Waste Management Inc,Retail,Retail,R_23ORD_FORET_USA_Sna_Ban4728,1384.00,tonnes,1.50,20.80,%,1363.00,tonnes,1.70,23.20,tonnes,1.30,17.72,%,62.00,tonnes,1322.00,tonnes,1350.00,USD per tonnes,83208.00,USD,2219.00,USD,6657.00,USD,92083.00,USD,2023-11-01,2023-11-30,2023-10-15,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
"9226cfa8bd20bfca82e6e54a3eeb8062_IDEA_AZURE",OSG_FORET001,OS_USA0001,O&S_Snac001,Snack,Milk Solids,Food Retailing,Waste Management Inc,Retail,Retail,R_23ORD_FORET_USA_Sna_Mil7627,575.00,tonnes,1.50,8.60,%,567.00,tonnes,1.50,8.50,tonnes,1.50,8.50,%,26.00,tonnes,550.00,tonnes,6640.00,USD per tonnes,170228.00,USD,923.00,USD,2769.00,USD,173919.00,USD,2023-12-01,2023-12-31,2023-11-16,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
"5a7aff66cfe1e00f151951e9013779ec_IDEA_AZURE",OSG_FORET001,OS_GER0001,O&S_Beve001,Beverages,Oranges,Food Retailing,Bio Service Nord,Fresh Orange Sales,Retail,R_22ORD_FORET_GER_Bev_Ora6977,957.00,tonnes,1.50,14.30,%,942.00,tonnes,1.80,17.00,tonnes,1.20,11.31,%,43.00,tonnes,914.00,tonnes,2020.00,USD per tonnes,86086.00,USD,1534.00,USD,15342.00,USD,102962.00,USD,2022-10-01,2022-10-31,2022-09-14,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
c52daf362c4ef8c67a18d1737723ecfc_IDEA_AZURE,OSG_FORET001,OS_GER0001,O&S_Beve001,Beverages,Sugar,Food Retailing,Bio Service Nord,Retail,Retail,R_22ORD_FORET_GER_Bev_Sug8447,337.00,tonnes,1.50,5.10,%,332.00,tonnes,1.10,3.70,tonnes,1.20,3.98,%,13.00,tonnes,324.00,tonnes,460.00,USD per tonnes,5840.00,USD,457.00,USD,4570.00,USD,10867.00,USD,2022-12-01,2022-12-31,2022-11-14,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
