D_N_M_Emission,D_N_M_Row_Checksum,Do_N_M_Modifiedon,Name,Scope,Emissions_Source,Activity_type,Calculation_date,Transaction_date,Consumption_start_date,Consumption_end_date,Country_Region,Organizational_unit,Facility,Source,Latitude,Longitude,CH4,CH4_unit,CO2,CO2_unit,N2O,N2O_unit,CO2E,CO2E_unit,Is_market_based,Is_biogenic,Emission_factor,Factor_mapping,Adjusted_activity_quantity,Adjusted_activity_quantity_unit,Origin_correlation_ID,PFCs,PFCs_unit,SF6,SF6_unit,Other_GHGs,Other_GHGs_unit,HFCs,HFCs_unit,NF3,NF3_unit,Industry
4bc15c14-9319-ef11-840a-000d3af0d388,f7QtKPluEpRyCXis397V47qYP9CHwmrXXEAUPGVTxmTad4oITCA9fTU7yzanmrq8MHqY023z558BUKiYMOSiNw==,24-05-2024 06:01,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,24-05-2024,13-12-2022,01-01-2023,31-01-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,10500.0000000000,kg,420.0000000000,kg,25704.0000000000,g,270579.7920000000,kg,No,No,Landfilled,Landfilled,168.0000000000,tonnes,a2bfc58d0ab5e1e21c1f6ecbfb0322ec,,,,,,,,,,,Retail
4712c70f-9319-ef11-840a-000d3af0e99a,GSCNOkRpZAUFb+33ddtVSJbT/6B+NAq61Obqoz7uVEaSO9fvDf9xnQtkYmHZXKdAv3CaMgB45eX1g31JIiAupA==,24-05-2024 06:01,Waste Management Inc,Scope 3,Waste generated in operations,Composted,24-05-2024,12-06-2022,01-07-2022,31-07-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,12.0000000000,kg,100.0000000000,kg,8.0000000000,kg,2784.0000000000,kg,No,No,Composted,Composted,40.0000000000,tonnes,47cac19475a10b5a1aa5c054d0b08d32,,,,,,,,,,,Retail
00a50b16-9319-ef11-840a-000d3af0e99a,2WD+3MBNBRUFyWmt0gVO6TIRh7RXbO2xrMFGWnd175Ewk5sFltbzhTU1BNIZIp3KtGSYueZ54eM6Cfm43Mkyfw==,24-05-2024 06:01,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,24-05-2024,13-08-2023,01-09-2023,30-09-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,17687.5000000000,kg,707.5000000000,kg,43299.0000000000,g,455798.1020000000,kg,No,No,Landfilled,Landfilled,283.0000000000,tonnes,95e85e4156300d246991444a41da4a7a,,,,,,,,,,,Retail
74a50b16-9319-ef11-840a-000d3af0e99a,tw6lz5FgYw1dKeIckdOX3thBdBqmWrheJHjmmaPmM2pg+hWGDAMOf/RMzBMagJKiUYs78nvvUHZiFwatF56uFQ==,24-05-2024 06:01,Bio Service Nord,Scope 3,Waste generated in operations,Composted,24-05-2024,13-05-2022,01-06-2022,30-06-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,6.0000000000,kg,50.0000000000,kg,4.0000000000,kg,1392.0000000000,kg,No,No,Composted,Composted,20.0000000000,tonnes,6ffd0b2175122e94032b5b707b98efa1,,,,,,,,,,,Retail
59406f1a-9319-ef11-840a-000d3af0d388,PbWikKGbxfqSx04dvJKddeeeKYSUEO91N4uVQD4d0ZxakTdnDpM/MJKC14S775IwgiDuqe/OCsRQgyE2wyABdw==,24-05-2024 06:01,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,24-05-2024,17-12-2023,01-01-2024,31-01-2024,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,625.0000000000,kg,25.0000000000,kg,1530.0000000000,g,16105.9400000000,kg,No,No,Landfilled,Landfilled,10.0000000000,tonnes,31c57eae9eb672a119c3ca3bf2508d7a,,,,,,,,,,,Retail
c5406f1a-9319-ef11-840a-000d3af0d388,T25BE+8bYu9ZsOXHtI7fLrC4UYeyZV0haU8HnWuv3LZXcJPOEuR0NEfyc/OlaqZebTOqVDIjN0cTuMNgA22KWw==,24-05-2024 06:01,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,24-05-2024,12-11-2023,01-12-2023,31-12-2023,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,9875.0000000000,kg,395.0000000000,kg,24174.0000000000,g,254473.8520000000,kg,No,No,Landfilled,Landfilled,158.0000000000,tonnes,ef6248a3647cc844b7c4c22dd4209687,,,,,,,,,,,Retail
c64f061c-9319-ef11-840a-000d3af0e99a,RTNo59+29ZIshu6s2WDGx6xfAxO6PFx9SCJn3HiBS64fgoV4btzW3lS5I9s6v9/dC6REdVqm7HWd+AWYJamLrw==,24-05-2024 06:02,Bio Service Nord,Scope 3,Waste generated in operations,Composted,24-05-2024,15-09-2022,01-10-2022,31-10-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,35.4000000000,kg,295.0000000000,kg,23.6000000000,kg,8212.8000000000,kg,No,No,Composted,Composted,118.0000000000,tonnes,5670c4f2d5ea305ca58fdd488432b046,,,,,,,,,,,Retail
0355281d-9319-ef11-840a-6045bdaf39a4,AtC1JND1+AMetSW0epUzkBISGGlhWHgE3oHrp81zPtHGXJOhotdz9WMWm4LhTbknr4U8WPcLBbgT3WfKuTq0EA==,24-05-2024 06:02,Bio Service Nord,Scope 3,Waste generated in operations,Composted,24-05-2024,15-12-2021,01-01-2022,31-01-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,40.2000000000,kg,335.0000000000,kg,26.8000000000,kg,9326.4000000000,kg,No,No,Composted,Composted,134.0000000000,tonnes,815a717aba48e2f7cf9a2f40ac834b34,,,,,,,,,,,Retail
42a91122-9319-ef11-840a-000d3af0e99a,D/sRlenproLPxCn3Np9sOXpQuWNfqV3nsm9ycX78GyjDKJ9fV4z3Gccth3XwCW1BRGYOTRc/+niuLPgI7mHfaw==,24-05-2024 06:02,Waste Management Inc,Scope 3,Waste generated in operations,Composted,24-05-2024,15-09-2022,01-10-2022,31-10-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,11.4000000000,kg,95.0000000000,kg,7.6000000000,kg,2644.8000000000,kg,No,No,Composted,Composted,38.0000000000,tonnes,1b3b8244d6d41eeabb14c1f37c1f42a2,,,,,,,,,,,Retail
9ca91122-9319-ef11-840a-000d3af0e99a,xwRLSxxDvExNa34K5FlBeNIRncUybnDQayXaakC78x2vcmXS0zkkNKJJ5FWBFUb5WpDnzpcoevP2fYOixpV3uQ==,24-05-2024 06:02,Bio Service Nord,Scope 3,Waste generated in operations,Composted,24-05-2024,14-12-2021,01-01-2022,31-01-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,4.2000000000,kg,35.0000000000,kg,2.8000000000,kg,974.4000000000,kg,No,No,Composted,Composted,14.0000000000,tonnes,5c850662a986a52ac9ace30cd46e42f2,,,,,,,,,,,Retail
b8807e20-9319-ef11-840a-6045bde848a8,q8RForqei3T02B/QOqcikM5SZkZpJPMyG44CsbHi/kmVg4ZRZEfEr+ZznpVrYvT7Kb2IlFAnh9aDM2Z6Rn3gIg==,24-05-2024 06:02,Bio Service Nord,Scope 3,Waste generated in operations,Landfilled,24-05-2024,16-03-2023,01-04-2023,30-04-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,8937.5000000000,kg,357.5000000000,kg,21879.0000000000,g,230314.9420000000,kg,No,No,Landfilled,Landfilled,143.0000000000,tonnes,5b6720aa02e7a1b99af95d329b4998f6,,,,,,,,,,,Retail
36c15c14-9319-ef11-840a-000d3af0d388,3SLsPlqS9R8gnQu8NZTTGwwLPsdwLki3912EJs/21P6Ven1OxbHx5bV21AYwu3qF1CGjpRqf2Sv6cPMWBGE9rg==,24-05-2024 06:01,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,24-05-2024,11-11-2022,01-12-2022,31-12-2022,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,4375.0000000000,kg,175.0000000000,kg,10710.0000000000,g,112741.5800000000,kg,No,No,Landfilled,Landfilled,70.0000000000,tonnes,cab386da4c51dcdfedb2c0b169f02bdd,,,,,,,,,,,Retail
07a50b16-9319-ef11-840a-000d3af0e99a,Ti0rqEYzU7Qrzj0yS7iL/R5WsoKYAmyb6S1M5l+zxoSKTfDc9202JLtj0kr9+nbv+XDlYhpPK135zJLS4NDiQQ==,24-05-2024 06:01,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,24-05-2024,16-07-2023,01-08-2023,30-08-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,1312.5000000000,kg,52.5000000000,kg,3213.0000000000,g,33822.4740000000,kg,No,No,Landfilled,Landfilled,21.0000000000,tonnes,64adb8a9b2ba82c963b51235befc42a8,,,,,,,,,,,Retail
e942ba15-9319-ef11-840a-7c1e520eab5a,gZ/v9IuqvQKKkxJHecsXFrMgBKvZaVr2K5aypj2asvzDMcpYuQ4x3kwPILcG761r7zia+qp7eW5tLk22POXqyA==,24-05-2024 06:01,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,24-05-2024,12-06-2023,01-07-2023,30-07-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,4187.5000000000,kg,167.5000000000,kg,10251.0000000000,g,107909.7980000000,kg,No,No,Landfilled,Landfilled,67.0000000000,tonnes,106870e55db63b0d8012743703905c51,,,,,,,,,,,Retail
52406f1a-9319-ef11-840a-000d3af0d388,M8sdGkh/08HpdvCqjVq7iHaFoDSlZgBqQ9ec/FkeuExPAmRbzUnxL9uYTZcyUJbQM/88kMApdopr/DWI0U1MkA==,24-05-2024 06:01,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,24-05-2024,12-08-2022,01-09-2022,30-09-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,8875.0000000000,kg,355.0000000000,kg,21726.0000000000,g,228704.3480000000,kg,No,No,Landfilled,Landfilled,142.0000000000,tonnes,70fa7abc1ba37c35d49b3af82625cb3b,,,,,,,,,,,Retail
46c15c14-9319-ef11-840a-000d3af0d388,Hwf4SigAAx0QsjrLQG4occppQE0B1MHSkPKyH1PKMARKgo27oPAvaIQZoE8SMX34v061cOHDbzXMs4bP0jsxKg==,24-05-2024 06:01,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,24-05-2024,17-03-2023,01-04-2023,30-04-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,5312.5000000000,kg,212.5000000000,kg,13005.0000000000,g,136900.4900000000,kg,No,No,Landfilled,Landfilled,85.0000000000,tonnes,378569429543210b3c13416eaf12f7b0,,,,,,,,,,,Retail
23a50b16-9319-ef11-840a-000d3af0e99a,8FjuD/rt0Rmxko/PHuV5q5xQ7vzYMb+b/Rsscl9Odn83Zi7V53fQ1K97y9jQO2AXz1Ukvw+YoddKgtDInj0mLA==,24-05-2024 06:01,Bio Service Nord,Scope 3,Waste generated in operations,Composted,24-05-2024,15-11-2023,01-12-2023,31-12-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,39.0000000000,kg,325.0000000000,kg,26.0000000000,kg,9048.0000000000,kg,No,No,Composted,Composted,130.0000000000,tonnes,3e105c5f59cf76184bf8dc21f3af87ab,,,,,,,,,,,Retail
24a50b16-9319-ef11-840a-000d3af0e99a,6HL5r7uaZqisQgE42iTOD0BxeOzzeW/2BBrMoq3ysCoW6k6GLIk4KKmP6QwWgslMOGRnS5wm6ipIE0GIxBlTfA==,24-05-2024 06:01,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,24-05-2024,12-05-2023,01-06-2023,30-06-2023,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,2562.5000000000,kg,102.5000000000,kg,6273.0000000000,g,66034.3540000000,kg,No,No,Landfilled,Landfilled,41.0000000000,tonnes,19deb84d327c225508c15c40bb170f0f,,,,,,,,,,,Retail
13a50b16-9319-ef11-840a-000d3af0e99a,akDy14EHOO9joIMM+DFa7Ety5L7ZauHxquQGF5akKR9S6Uwy+9YtHD1OGias3VQQBo/m4i8B09jP8lJnKbxfdg==,24-05-2024 06:01,Bio Service Nord,Scope 3,Waste generated in operations,Landfilled,24-05-2024,12-03-2023,01-04-2023,30-04-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,30687.5000000000,kg,1227.5000000000,kg,75123.0000000000,g,790801.6540000000,kg,No,No,Landfilled,Landfilled,491.0000000000,tonnes,4a813ad0de51cc6cd1be111d5612c843,,,,,,,,,,,Retail
de42ba15-9319-ef11-840a-7c1e520eab5a,pXhdHF2B032xcFzDiBdajRjnfhIy2cuYd6MGng3Xa7ujmt8yUxmpsmVcdB9wRtzA6eKioFMmh/2rSMEurUr38Q==,24-05-2024 06:01,Bio Service Nord,Scope 3,Waste generated in operations,Composted,24-05-2024,13-12-2022,01-01-2023,31-01-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,1.2000000000,kg,10.0000000000,kg,0.8000000000,kg,278.4000000000,kg,No,No,Composted,Composted,4.0000000000,tonnes,3d3a8496d5df2ab93941b0e0cc259c70,,,,,,,,,,,Retail
fa42ba15-9319-ef11-840a-7c1e520eab5a,AvCLF8Yp6tNe0vFPsQfuB2BsQUL1h9C0TjJHIs7qsm+9kwrCjIiVQOtq+iAdXFX03xhUiqx7hFNGqDTm8IrmVw==,24-05-2024 06:01,Bio Service Nord,Scope 3,Waste generated in operations,Composted,24-05-2024,11-02-2024,01-03-2024,31-03-2024,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,2.7000000000,kg,22.5000000000,kg,1.8000000000,kg,626.4000000000,kg,No,No,Composted,Composted,9.0000000000,tonnes,06ae353ef58829c99a2d9b8c5be5cbb6,,,,,,,,,,,Retail
75d6691b-9319-ef11-840a-002248d4f085,wlX1cIByghGg5Zz2TFDZ7eNCSo3CCZAhersRHk9mBC6Rgr0s0n59krh5K54Hy5h3QHZlEYcLiH5KJc8bNR3Wpw==,24-05-2024 06:01,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,24-05-2024,14-10-2023,01-11-2023,30-11-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,5437.5000000000,kg,217.5000000000,kg,13311.0000000000,g,140121.6780000000,kg,No,No,Landfilled,Landfilled,87.0000000000,tonnes,a8180fb7545e53b92ceeb40532a6e77b,,,,,,,,,,,Retail
d9406f1a-9319-ef11-840a-000d3af0d388,8xxS/xrqTpxlEWIr6qlU9xctasNu050Av59L3YVr7VyPFXs4h5QPvKcBT1SVtRvUpy02jbcwJrwWRYJvHuEQoQ==,24-05-2024 06:01,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,24-05-2024,15-09-2022,01-10-2022,31-10-2022,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,4375.0000000000,kg,175.0000000000,kg,10710.0000000000,g,112741.5800000000,kg,No,No,Landfilled,Landfilled,70.0000000000,tonnes,23e69d367507895e1535e1cf81473ff6,,,,,,,,,,,Retail
c2807e20-9319-ef11-840a-6045bde848a8,5pYgkty2MIcX6gHfIUwd1TR3RMro0VYvi0d0iZZJ6jZYl4G3u/L8jtBVUWcjH49ILTqOgAom4KpdDzvru0I6lg==,24-05-2024 06:02,Bio Service Nord,Scope 3,Waste generated in operations,Composted,24-05-2024,11-06-2023,01-07-2023,30-07-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,45.0000000000,kg,375.0000000000,kg,30.0000000000,kg,10440.0000000000,kg,No,No,Composted,Composted,150.0000000000,tonnes,5d9c1a4fa2846a85d141fe3aaa4c2786,,,,,,,,,,,Retail
6d92be10-9319-ef11-840a-000d3af0a822,W9OzPwRcKWd+68aaBddgwrVDvzXX/zyMxZ/fDTh6zM2NDwlw4o2Kb3z8JOCS4+AAv1PyMF5Y7cKibKwdxvLNeA==,24-05-2024 06:01,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,24-05-2024,14-05-2022,01-06-2022,30-06-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,3375.0000000000,kg,135.0000000000,kg,8262.0000000000,g,86972.0760000000,kg,No,No,Landfilled,Landfilled,54.0000000000,tonnes,b2947f63cf004b702e13bdbae79d365c,,,,,,,,,,,Retail
4a12c70f-9319-ef11-840a-000d3af0e99a,b13a2IKwR4iFlDZV221oGTXBsuENvwLjXKf0HWCIf6ZL0PgxgjiWs3gqYr4b1BXdKyhua9/gUEuodDnWq45qoA==,24-05-2024 06:01,Bio Service Nord,Scope 3,Waste generated in operations,Composted,24-05-2024,16-10-2022,01-11-2022,30-11-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,3.9000000000,kg,32.5000000000,kg,2.6000000000,kg,904.8000000000,kg,No,No,Composted,Composted,13.0000000000,tonnes,5bc31355c4bf84f95a941ddd8b2af721,,,,,,,,,,,Retail
c7a50b16-9319-ef11-840a-000d3af0e99a,SYAcaeA0rBoi+EIuibKAnHUdi0m0JjgjN7JQxCQooZXYiwvt1+kGjz3cen1bo3X5iLSKTsfYc0D07sCFxow9xQ==,24-05-2024 06:01,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,24-05-2024,14-04-2022,01-05-2022,31-05-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,1937.5000000000,kg,77.5000000000,kg,4743.0000000000,g,49928.4140000000,kg,No,No,Landfilled,Landfilled,31.0000000000,tonnes,7ee66e7667f7c0a85f83c0b3635173c5,,,,,,,,,,,Retail
1aad1b15-9319-ef11-840a-002248d4f085,Iy2P6FUZJYMLUkuH+/W7J8F2LJl8kCyCSgJVccPTKhyIHReZs0Mm0DsCI+Abj7zqTfabl2zzQdwQVLU5ceNjGQ==,24-05-2024 06:01,Bio Service Nord,Scope 3,Waste generated in operations,Composted,24-05-2024,13-10-2023,01-11-2023,30-11-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,0.9000000000,kg,7.5000000000,kg,0.6000000000,kg,208.8000000000,kg,No,No,Composted,Composted,3.0000000000,tonnes,b39b6573f889d97edbf7c775b70440b6,,,,,,,,,,,Retail
aee6dd19-9319-ef11-840a-7c1e5205d72d,fbgH/0097Gj3CtsPMnNQXvl/tpfNeCBPjFMBTBSA4KcjdNiBxYQ2nVxI725XXCjp+C8S8n9+GZO45dB8uSqXAw==,24-05-2024 06:01,Bio Service Nord,Scope 3,Waste generated in operations,Composted,24-05-2024,11-11-2022,01-12-2022,31-12-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,0.6000000000,kg,5.0000000000,kg,0.4000000000,kg,139.2000000000,kg,No,No,Composted,Composted,2.0000000000,tonnes,72fd4b439bd46799868938f5d5ba4c1b,,,,,,,,,,,Retail
74d6691b-9319-ef11-840a-002248d4f085,2Mmj3xR62UevjgZc8T8IdrJXJw8tm/h8DkIJuz6dMHpxEyiW8mewJqmaVGhn+Or9lXGn6bE125TrdCPekhKeEg==,24-05-2024 06:01,Bio Service Nord,Scope 3,Waste generated in operations,Composted,24-05-2024,16-12-2022,01-01-2023,31-01-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,10.8000000000,kg,90.0000000000,kg,7.2000000000,kg,2505.6000000000,kg,No,No,Composted,Composted,36.0000000000,tonnes,9a0160159354c48daca384dfda8f150b,,,,,,,,,,,Retail
39fddc16-9319-ef11-840a-000d3af0a822,vTZFv/qMq/r6yM0MjqqviPXbjVTEjhzaWx/nQ/S1f+ASK3jN8Sy3D/CE+Ds4G/vYgrhnS9DCi36KW34iOvcSbw==,24-05-2024 06:01,Bio Service Nord,Scope 3,Waste generated in operations,Landfilled,24-05-2024,16-09-2023,01-10-2023,31-10-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,9625.0000000000,kg,385.0000000000,kg,23562.0000000000,g,248031.4760000000,kg,No,No,Landfilled,Landfilled,154.0000000000,tonnes,68f0420f5e10f472ac0f840e83ebf059,,,,,,,,,,,Retail
cf406f1a-9319-ef11-840a-000d3af0d388,6/NvxwPMjfDoBu/63n6M4B5iUEKgfEtdx7NL0n/ME2f3veqTypq4zbUNwxzS313IiTFXk6EMpmT7+d80E6pSUw==,24-05-2024 06:01,Bio Service Nord,Scope 3,Waste generated in operations,Composted,24-05-2024,15-10-2023,01-11-2023,30-11-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,39.0000000000,kg,325.0000000000,kg,26.0000000000,kg,9048.0000000000,kg,No,No,Composted,Composted,130.0000000000,tonnes,c7d80a282c1b6180a55c0f38d232ccba,,,,,,,,,,,Retail
fe4e061c-9319-ef11-840a-000d3af0e99a,e094AQssG4TOEVfBrK6a7jK/j70tPeR+A8mz4bqAl5beM/1+dX0FQO/KLM2C64oT6TWXY89XVQQ90qdFBEIL2w==,24-05-2024 06:01,Bio Service Nord,Scope 3,Waste generated in operations,Composted,24-05-2024,15-07-2023,01-08-2023,30-08-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,0.3000000000,kg,2.5000000000,kg,0.2000000000,kg,69.6000000000,kg,No,No,Composted,Composted,1.0000000000,tonnes,9119781c7534f163321c91bb0333a23b,,,,,,,,,,,Retail
27416f1a-9319-ef11-840a-000d3af0d388,9PBDODdyPvKOxQTFwiWYR1Sxq6jV48ZeMEvqISEglTjENQKZBI8l3BRx5I7f4dEjhLMYpVkSJsFkefVALoAwVA==,24-05-2024 06:02,Bio Service Nord,Scope 3,Waste generated in operations,Composted,24-05-2024,13-06-2023,01-07-2023,30-07-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,1.5000000000,kg,12.5000000000,kg,1.0000000000,kg,348.0000000000,kg,No,No,Composted,Composted,5.0000000000,tonnes,e8cf1713fb64d6313a242275b0c365be,,,,,,,,,,,Retail
1855281d-9319-ef11-840a-6045bdaf39a4,nkkKaLpD8PMFzT4Z2MvaVpSmjbarFk4+/TTj8pVHXu+rgqpHO6odedlEmiBfTM207AvGJgqjh6h8eT9YUoNSNg==,24-05-2024 06:02,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,24-05-2024,15-04-2023,01-05-2023,30-05-2023,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,2187.5000000000,kg,87.5000000000,kg,5355.0000000000,g,56370.7900000000,kg,No,No,Landfilled,Landfilled,35.0000000000,tonnes,65232f0cddaf3f69ed03a3c22bc7d2cb,,,,,,,,,,,Retail
6ea91122-9319-ef11-840a-000d3af0e99a,HvbOaXL1WQaRX2Fag9L+5BmwIbF3v8mVlGCEG6lTNGlxG873zktjcJeLyzuctWLdZNftaD2gwV6wrzgw+Cm68w==,24-05-2024 06:02,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,24-05-2024,16-06-2022,01-07-2022,31-07-2022,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,2500.0000000000,kg,100.0000000000,kg,6120.0000000000,g,64423.7600000000,kg,No,No,Landfilled,Landfilled,40.0000000000,tonnes,4eddc693ff378a23d79afb47cc929cee,,,,,,,,,,,Retail
5e92be10-9319-ef11-840a-000d3af0a822,g2H6QEyHPJBJhEaE9w+u4mGTE/KKZzESY0VK8wNUjDI1GOo7AH0y5jMQMQTAnBUhMC9KWmN/rmi5uOLzozo1IA==,24-05-2024 06:01,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,24-05-2024,11-09-2022,01-10-2022,31-10-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,625.0000000000,kg,25.0000000000,kg,1530.0000000000,g,16105.9400000000,kg,No,No,Landfilled,Landfilled,10.0000000000,tonnes,a9c8048a7f6b7af2e63ef176f0f9d493,,,,,,,,,,,Retail
4912c70f-9319-ef11-840a-000d3af0e99a,CTNt3b0KmKCYjjNJ+zNqCDn0Kihb25gdsj0mKh5IlVVoszUr/w2VYT3ACX9UUjtkmPRdI7rvw3a3lqLG867zIg==,24-05-2024 06:01,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,24-05-2024,16-09-2022,01-10-2022,31-10-2022,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,2187.5000000000,kg,87.5000000000,kg,5355.0000000000,g,56370.7900000000,kg,No,No,Landfilled,Landfilled,35.0000000000,tonnes,d73b25ce5ea2032c1d94fd80eff94a44,,,,,,,,,,,Retail
53a50b16-9319-ef11-840a-000d3af0e99a,V6iVIBv8gtsp+0pIh4PEmwekZ0jjud8z2SICfpF8abv0WYkgsr76nG3yfvlGjkykSr1u2dQFSc5AzgSWn9+l2A==,24-05-2024 06:01,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,24-05-2024,14-03-2023,01-04-2023,30-04-2023,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,4937.5000000000,kg,197.5000000000,kg,12087.0000000000,g,127236.9260000000,kg,No,No,Landfilled,Landfilled,79.0000000000,tonnes,85b9ade49d03f8f46f8f65e6a6bbfbeb,,,,,,,,,,,Retail
0543ba15-9319-ef11-840a-7c1e520eab5a,M3uNz/AdOk2kx7RwyEFcoZHYc4zODXVBaJRS5QuEw3/E5hxOPmRBVOyTnIkGrCZaJCjYC5FYIQc4TuMh85pyig==,24-05-2024 06:01,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,24-05-2024,14-04-2022,01-05-2022,31-05-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,3375.0000000000,kg,135.0000000000,kg,8262.0000000000,g,86972.0760000000,kg,No,No,Landfilled,Landfilled,54.0000000000,tonnes,d5ea193f05168564a18334b3c2090daf,,,,,,,,,,,Retail
b9a50b16-9319-ef11-840a-000d3af0e99a,tSImhT7zYmlANGYYifbmeXAeIi/9aYCGkCnNys3oHlEehEVsoY/d99GvXwh2bwpA3hSAZMeySAOcTdho8pIfqw==,24-05-2024 06:01,Bio Service Nord,Scope 3,Waste generated in operations,Composted,24-05-2024,16-01-2023,01-02-2023,28-02-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,10.8000000000,kg,90.0000000000,kg,7.2000000000,kg,2505.6000000000,kg,No,No,Composted,Composted,36.0000000000,tonnes,df2121e3f448970598e0e955e5bf5978,,,,,,,,,,,Retail
d2a50b16-9319-ef11-840a-000d3af0e99a,PdKLIExybkgpMzHNX5GRi5/EnsuMXtWgIWmRXs2A+Z2DiTir098QwfOyZkZwy5rymZum1rPeQ8ihuBjUnXRgOQ==,24-05-2024 06:01,Bio Service Nord,Scope 3,Waste generated in operations,Composted,24-05-2024,12-07-2023,01-08-2023,30-08-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,4.2000000000,kg,35.0000000000,kg,2.8000000000,kg,974.4000000000,kg,No,No,Composted,Composted,14.0000000000,tonnes,24d6d1df1176d753a4578096675e83cd,,,,,,,,,,,Retail
3b416f1a-9319-ef11-840a-000d3af0d388,Tfr8OAkXblgYgs0lXj4ZReL5VJ2+y9jE0LtHvtMORmMp5Wf6nDX6PA8DQyyTiVjq6SdkEDJQ7BQi/sKmiP48PA==,24-05-2024 06:02,Waste Management Inc,Scope 3,Waste generated in operations,Composted,24-05-2024,12-07-2023,01-08-2023,30-08-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,5.7000000000,kg,47.5000000000,kg,3.8000000000,kg,1322.4000000000,kg,No,No,Composted,Composted,19.0000000000,tonnes,2651931c1f77b83c0a9c441ea2237b0d,,,,,,,,,,,Retail
